,Project Number,Purchase Type,Remote Net Metering,Affordable Solar,Community Distributed Generation
17866,4183-67598,Purchase,No,No,No
17867,4629-81633-GJ,Purchase,No,No,No
17868,4369-23675,,,No,No
17869,4555-67800,Purchase,No,No,No
17870,4564-49972,Purchase,No,No,No
17871,4124-052,,,No,No
17872,4493-33155,Purchase,,No,No
17873,4633-48531,Purchase,No,No,No
17874,4564-30861,Purchase,,No,No
17875,4443-101571,Purchase,No,Yes,No
17876,4502-31983,Purchase,,No,No
17877,4355-68926-GJ,Purchase,No,No,No
17878,4376-46066,Purchase,No,No,No
17879,4643-27683,Lease,,No,No
17880,4493-47653-GJ,Purchase,No,No,No
17881,4154-84768,Purchase,No,No,No
17882,4306-47760,Purchase,No,No,No
17883,4117-067,,,No,No
17884,4375-31144,Power Purchase Agreement,,No,No
17885,4355-60215,Purchase,No,No,No
17886,4554-53856,Purchase,No,No,No
17887,4443-73394-GJ,Purchase,No,No,No
17888,4643-27685,Lease,,No,No
17889,4376-90426,Purchase,No,No,No
17890,4202-24223,,,No,No
17891,4473-24594,,,No,No
17892,4354-86983,Purchase,No,No,No
17893,4116-36302,Purchase,No,No,No
17894,4116-31950,Purchase,,No,No
17895,4643-29047,Power Purchase Agreement,,No,No
17896,4376-89635-GJ,Purchase,No,No,No
17897,4362-36603,Purchase,No,No,No
17898,4550-50707,Purchase,No,No,No
17899,4433-72969-IRH,Purchase,No,No,No
17900,4594-76389,Purchase,No,No,No
17901,4548-93969,Purchase,No,No,No
17902,4493-56225,Lease,No,No,No
17903,4443-76614-GJ,Purchase,No,No,No
17904,4502-67679-GJ,Purchase,No,No,No
17905,4116-41751,Purchase,No,No,No
17906,4533-85519,Purchase,No,No,No
17907,4211-73452,Purchase,No,No,No
17908,4161-22701,,,No,No
17909,4355-84402-GJ,Purchase,No,No,No
17910,4575-31826,Power Purchase Agreement,Yes,No,No
17911,4255-40733-GJ,Purchase,No,No,No
17912,4170-112,,,No,No
17913,4493-49970-GJ,Purchase,No,No,No
17914,4376-61579-GJ,Purchase,No,No,No
17915,4611-95715,Purchase,No,No,No
17916,4355-70109,Purchase,No,No,No
17917,4154-93280,Purchase,No,No,No
17918,4630-34894,Purchase,No,No,No
17919,4116-52408,Purchase,No,No,No
17920,4643-27835,Lease,,No,No
17921,4548-79642,Purchase,No,No,No
17922,4611-33825,Purchase,No,No,No
17923,4202-68669,Purchase,No,No,No
17924,4533-72720,Purchase,No,No,No
17925,4633-76056,Purchase,No,No,No
17926,4376-96547,Purchase,No,No,No
17927,4116-097,,,No,No
17928,4533-98933,Purchase,No,No,No
17929,4493-40991-GJ,Purchase,No,No,No
17930,4116-97239,Purchase,No,No,No
17931,4116-19678,,,No,No
17932,4260-24945,,,No,No
17933,4465-24133,,,No,No
17934,4369-26775,Purchase,,No,No
17935,4333-25088,,,No,No
17936,4183-41721,Purchase,No,No,No
17937,4473-24651,,,No,No
17938,4116-87118,Purchase,No,No,No
17939,4197-001,,,No,No
17940,4585-82969,Purchase,,No,No
17941,4354-95567,Purchase,No,No,No
17942,4362-35633,Power Purchase Agreement,,No,No
17943,4154-62433-GJ,Purchase,No,No,No
17944,4154-0241-Financing,Purchase,No,No,No
17945,4354-93411,Purchase,No,No,No
17946,4116-76472,Purchase,No,No,No
17947,4116-39578,Purchase,No,No,No
17948,4355-75554-GJ,Purchase,No,No,No
17949,4375-21419,,,No,No
17950,4629-40277,Purchase,No,No,No
17951,4355-50633-GJ,Purchase,No,No,No
17952,4643-28939,Power Purchase Agreement,,No,No
17953,4629-72712-GJ,Purchase,No,No,No
17954,4170-012,,,No,No
17955,4630-30547,Purchase,,No,No
17956,4564-61521,Purchase,No,No,No
17957,4629-89572-GJ,Purchase,No,No,No
17958,4355-71191-GJ,Purchase,No,No,No
17959,4354-34876,Purchase,No,No,No
17960,4390-23847,,,No,No
17961,4629-90977-GJ,Purchase,No,No,No
17962,4643-30658,Lease,,No,No
17963,4355-70555-GJ,Purchase,No,No,No
17964,4614-38915,Purchase,No,No,No
17965,4149-57898-GJ,Purchase,No,No,No
17966,4493-28971,Lease,,No,No
17967,4362-26765,Power Purchase Agreement,,No,No
17968,4635-87363,Purchase,No,No,No
17969,4473-34745,Purchase,No,No,No
17970,4355-66895-GJ,Purchase,No,No,No
17971,4116-42717,Purchase,No,No,No
17972,4402-51418,Purchase,No,No,No
17973,4355-0075-Financing,Purchase,No,No,No
17974,4341-21371,,,No,No
17975,4116-99664,Purchase,No,No,No
17976,4533-102421,Purchase,,No,No
17977,4643-31259,Lease,,No,No
17978,4629-0020-HA-Financi,Purchase,No,No,No
17979,4533-69425,Purchase,No,No,No
17980,4629-98384,Purchase,No,No,No
17981,4493-29369,Lease,,No,No
17982,4611-55645,Purchase,No,No,No
17983,4643-28482,Power Purchase Agreement,,No,No
17984,4354-31742,Purchase,,No,No
17985,4355-81207-GJ,Purchase,No,No,No
17986,4260-30537,Purchase,,No,No
17987,4422-76108,Purchase,No,No,No
17988,4643-30266,Power Purchase Agreement,,No,No
17989,4493-55024,Lease,No,No,No
17990,4473-28314,Purchase,,No,No
17991,4354-68599,Purchase,No,No,No
17992,4335-81657,Purchase,No,No,No
17993,4493-36576,Purchase,No,No,No
17994,4630-48714,Purchase,No,No,No
17995,4521-83344,Purchase,No,No,No
17996,4369-22787,,,No,No
17997,4473-102632,Purchase,No,No,No
17998,4116-26107,,,No,No
17999,4217-002,,,No,No
18000,4594-82212,Lease,No,No,No
18001,4148-010,,,No,No
18002,4355-0133-Financing,Purchase,No,No,No
18003,4564-44292,Purchase,No,No,No
18004,4643-28001,Power Purchase Agreement,,No,No
18005,4611-60565,Purchase,Yes,No,No
18006,4354-28716,Purchase,,No,No
18007,4376-35339,Purchase,No,No,No
18008,4355-90390,Purchase,No,No,No
18009,4493-41320-GJ,Purchase,No,No,No
18010,4643-27999,Lease,,No,No
18011,4375-30621,Power Purchase Agreement,,No,No
18012,4117-38819,Purchase,No,No,No
18013,4609-41543-GJ,Purchase,No,No,No
18014,4376-58887,Purchase,No,No,No
18015,4147-29365,Purchase,,No,No
18016,4643-29918,Lease,,No,No
18017,4124-069,,,No,No
18018,4362-25702,Power Purchase Agreement,,No,No
18019,4548-99911,Purchase,No,No,No
18020,4149-19590,,,No,No
18021,4376-47297-GJ,Purchase,No,No,No
18022,4575-22129,,,No,No
18023,4376-73453YY,Purchase,No,No,No
18024,4548-35713,Power Purchase Agreement,No,No,No
18025,4493-51440,Purchase,No,No,No
18026,4354-97519,Purchase,No,No,No
18027,4548-25799,Power Purchase Agreement,,No,No
18028,4362-48506,Purchase,No,No,No
18029,4135-040,,,No,No
18030,4643-32283,Lease,,No,No
18031,4564-24280,,,No,No
18032,4354-88586,Purchase,No,No,No
18033,4630-65018,Purchase,No,No,No
18034,4564-42357,Purchase,No,No,No
18035,4533-100569,Purchase,No,No,No
18036,4629-52262-GJ,Purchase,No,No,No
18037,4238-004,,,No,No
18038,4633-102255,Purchase,No,No,No
18039,4247-99897,Purchase,No,No,No
18040,4156-20567,,,No,No
18041,4116-20087,,,No,No
18042,4116-25422,,,No,No
18043,4564-48757,Purchase,No,No,No
18044,4116-97249,Purchase,,No,No
18045,4116-31159,Lease,,No,No
18046,4365-001,,,No,No
18047,4355-60797-GJ,Purchase,No,No,No
18048,4202-30269,Purchase,,No,No
18049,4355-84587-GJ,Purchase,No,No,No
18050,4643-33689,Lease,No,No,No
18051,4154-50892-GJ,Purchase,No,No,No
18052,4154-57805-GJ,Purchase,No,No,No
18053,4260-37413,Purchase,No,No,No
18054,4493-65329-GJ,Purchase,No,No,No
18055,4154-59000-GJ,Purchase,No,No,No
18056,4160-0189-Financing,Purchase,No,No,No
18057,4154-92953-GJ,Purchase,No,No,No
18058,4309-71720,Purchase,No,No,No
18059,4362-52405,Purchase,No,No,No
18060,4488-25396,,,No,No
18061,4493-29770,Lease,,No,No
18062,4355-0008-Financing,Purchase,No,No,No
18063,4629-61334-GJ,Purchase,No,No,No
18064,4633-41762-GJ,Purchase,No,No,No
18065,4473-46823,Purchase,No,No,No
18066,4643-26795,Lease,,No,No
18067,4550-32698,Purchase,,No,No
18068,4116-115,,,No,No
18069,4362-37121,Power Purchase Agreement,No,No,No
18070,4443-80749,Purchase,No,No,No
18071,4373-29372,Purchase,,No,No
18072,4629-72785-GJ,Purchase,No,No,No
18073,4355-0059-Financing,Purchase,No,No,No
18074,4149-019,,,No,No
18075,4116-67430,Purchase,No,No,No
18076,4224-19635,,,No,No
18077,4533-67968,Purchase,No,No,No
18078,4124-21041,,,No,No
18079,4627-76233,Purchase,No,No,No
18080,4241-20064,,,No,No
18081,4154-76989,Purchase,No,No,No
18082,4154-90950,Purchase,No,No,No
18083,4247-76128,Purchase,No,No,No
18084,4156-55297,Purchase,No,No,No
18085,4533-55025,Purchase,No,No,No
18086,4629-61169-GJ,Purchase,No,No,No
18087,4154-94520-GJ,Purchase,No,No,No
18088,4235-36117,Purchase,No,No,No
18089,4548-73630-GJ,Purchase,No,No,No
18090,4135-025,,,No,No
18091,4493-43838-GJ,Purchase,No,No,No
18092,4629-53196-GJ,Purchase,No,No,No
18093,4158-058,,,No,No
18094,4116-37440,Purchase,No,No,No
18095,4354-70019-GJ,Purchase,No,No,No
18096,4145-28186,Purchase,,No,No
18097,4643-31819,Lease,,No,No
18098,4493-25145,,,No,No
18099,4493-43865,Purchase,Yes,No,No
18100,4629-65208-GJ,Purchase,No,No,No
18101,4154-63349-GJ,Purchase,No,No,No
18102,4355-92114-GJ,Purchase,No,No,No
18103,4148-22998,,,No,No
18104,4183-64778,Purchase,No,No,No
18105,4243-88257-GJ,Purchase,No,No,No
18106,4611-25238,,,No,No
18107,4156-41561,Purchase,No,No,No
18108,4629-84162-GJ,Purchase,No,No,No
18109,4433-53163,Purchase,No,No,No
18110,4354-65567,Purchase,No,No,No
18111,4333-19754,,,No,No
18112,4147-70736,Purchase,No,No,No
18113,4120-20453,,,No,No
18114,4493-51816-GJ,Purchase,No,No,No
18115,4355-92893,Purchase,No,No,No
18116,4611-64170,Purchase,No,No,No
18117,4590-66109,Purchase,No,No,No
18118,4502-34754,Purchase,No,No,No
18119,02056-049,,,No,No
18120,4354-29093,Purchase,,No,No
18121,4629-77877-GJ,Purchase,No,No,No
18122,4170-28724,Purchase,,No,No
18123,4633-96166,Purchase,No,No,No
18124,4502-54842-GJ,Purchase,No,No,No
18125,4373-49060,Purchase,No,No,No
18126,4604-100927,Purchase,No,No,No
18127,4323-20707,,,No,No
18128,4564-26628,,,No,No
18129,4643-28009,Lease,,No,No
18130,4355-72768-GJ,Purchase,No,No,No
18131,4609-20945,,,No,No
18132,4493-26679,,,No,No
18133,4373-39224,Purchase,No,No,No
18134,4202-35820,Purchase,No,No,No
18135,4629-55933,Purchase,No,No,No
18136,4116-66760,Purchase,No,No,No
18137,4124-20658,,,No,No
18138,4533-76172,Purchase,No,No,No
18139,4548-32920,Power Purchase Agreement,,No,No
18140,4116-42040,Purchase,No,No,No
18141,4611-63368,Purchase,No,No,No
18142,4376-89892-GJ,Purchase,No,No,No
18143,4629-92767-GJ,Purchase,No,No,No
18144,4158-20806,,,No,No
18145,4594-68955,Purchase,No,No,No
18146,4116-66888-GJ,Purchase,No,No,No
18147,4202-20644,,,No,No
18148,4611-33652,Purchase,No,No,No
18149,4643-28490,Purchase,,No,No
18150,4509-20452,,,No,No
18151,4355-78539-GJ,Purchase,No,No,No
18152,4116-78223,Purchase,No,No,No
18153,4643-32921,Lease,,No,No
18154,4533-98730,Purchase,No,No,No
18155,4493-43507-GJ,Purchase,No,No,No
18156,4443-24752,,,No,No
18157,4473-55758-GJ,Purchase,No,No,No
18158,4493-48435-GJ,Purchase,No,No,No
18159,4116-93290,Power Purchase Agreement,,No,No
18160,4154-67821,Purchase,No,No,No
18161,4354-45369,Purchase,No,No,No
18162,4154-94959-GJ,Purchase,No,No,No
18163,4376-89849,Purchase,No,No,No
18164,4362-34877,Power Purchase Agreement,Yes,No,No
18165,4376-50115-GJ,Purchase,No,No,No
18166,4340-62820,Purchase,No,No,No
18167,4154-87495,Purchase,No,No,No
18168,4643-32615,Lease,,No,No
18169,4629-58415-GJ,Purchase,No,No,No
18170,4116-24021,,,No,No
18171,4202-24272,,,No,No
18172,4502-100994,Purchase,No,No,No
18173,4509-21529,,,No,No
18174,4154-99460,Purchase,,No,No
18175,02022-018,,,No,No
18176,4643-30650,Lease,,No,No
18177,4318-001,,,No,No
18178,4633-34382,Purchase,No,No,No
18179,4154-54048,Purchase,No,No,No
18180,4464-48516-GJ,Purchase,No,No,No
18181,4630-26035,,,No,No
18182,4154-64339,Purchase,No,No,No
18183,4116-101795,Purchase,No,No,No
18184,4585-35033,Purchase,No,No,No
18185,4533-63697,Purchase,No,No,No
18186,4147-028,,,No,No
18187,4124-19780,,,No,No
18188,4362-33411,Purchase,,No,No
18189,4629-63312-GJ,Purchase,No,No,No
18190,4533-58859-GJ,Purchase,No,No,No
18191,4116-49888,Purchase,No,No,No
18192,4611-29289,Purchase,,No,No
18193,4533-94679,Purchase,No,No,No
18194,4564-59026,Purchase,No,No,No
18195,4533-60302,Purchase,No,No,No
18196,4170-108,,,No,No
18197,4116-56238,Purchase,No,No,No
18198,4611-77349,Purchase,No,No,No
18199,4116-88434,Purchase,No,No,No
18200,4611-40318,Purchase,No,No,No
18201,4629-94488-GJ,Purchase,No,No,No
18202,4281-35735,Purchase,No,No,No
18203,4116-48251,Purchase,No,No,No
18204,4355-89154-GJ,Purchase,No,No,No
18205,4255-26169,,,No,No
18206,4116-38419-GJ,Purchase,No,No,No
18207,4355-75494,Purchase,No,No,No
18208,4443-66107,Purchase,No,No,No
18209,4594-90330,Lease,No,No,No
18210,4633-69001,Purchase,No,No,No
18211,4355-0316-Financing,Purchase,No,No,No
18212,4643-32243,Lease,,No,No
18213,4502-27873,Purchase,,No,No
18214,4643-28617,Power Purchase Agreement,,No,No
18215,4355-53391-GJ,Purchase,No,No,No
18216,4116-69444,Purchase,No,No,No
18217,4635-32027,Purchase,,No,No
18218,4633-40914,Purchase,No,No,No
18219,4369-28075,Purchase,,No,No
18220,4493-28393,Purchase,,No,No
18221,4355-71868-GJ,Purchase,No,No,No
18222,4443-88378,Purchase,No,No,No
18223,4154-89523-GJ,Purchase,No,No,No
18224,4202-45147,Purchase,No,No,No
18225,4493-28344,Lease,,No,No
18226,4355-75492,Purchase,No,No,No
18227,4629-81581-GJ,Purchase,No,No,No
18228,4362-57374,Purchase,No,No,No
18229,4611-69235,Purchase,No,No,No
18230,4154-66087-GJ,Purchase,No,No,No
18231,4507-24285,,,No,No
18232,4355-25154,,,No,No
18233,4202-23971,,,No,No
18234,4433-50699-GJ,Purchase,No,No,No
18235,4156-19733,,,No,No
18236,4590-99673,Purchase,No,No,No
18237,4116-43701,Purchase,No,No,No
18238,4355-48489-GJ,Purchase,No,No,No
18239,4443-44345-GJ,Purchase,No,No,No
18240,4390-76099,Purchase,No,No,No
18241,4116-99870,Purchase,No,Yes,No
18242,4219-004,,,No,No
18243,4154-82218,Purchase,,No,No
18244,4376-86339-GJ,Purchase,No,No,No
18245,4156-67602-GJ,Purchase,No,No,No
18246,4355-87458,Purchase,No,No,No
18247,4533-100795,Purchase,No,No,No
18248,4211-53611,Purchase,No,No,No
18249,5166-45486,Lease,No,No,No
18250,4604-57049,Purchase,No,No,No
18251,4356-20182,,,No,No
18252,4362-43263,Purchase,No,No,No
18253,4154-53720,Purchase,No,No,No
18254,4643-27352,Lease,,No,No
18255,4533-76149,Purchase,No,No,No
18256,4643-31457,Lease,,No,No
18257,4355-81147-GJ,Purchase,No,No,No
18258,4116-64169,Purchase,No,No,No
18259,4183-99526,Purchase,No,No,No
18260,4355-68481-GJ,Purchase,No,No,No
18261,4116-41184,Purchase,No,No,No
18262,4439-27397,Purchase,,No,No
18263,4362-30752,Power Purchase Agreement,,No,No
18264,4116-66579,Purchase,No,No,No
18265,4116-54727,Purchase,No,No,No
18266,4643-31028,Lease,,No,No
18267,4493-39815,Lease,No,No,No
18268,4154-80036,Purchase,No,No,No
18269,4611-83071,Purchase,No,No,No
18270,4117-43438,Purchase,No,No,No
18271,4154-89251,Purchase,No,No,No
18272,4202-93961,Purchase,No,No,No
18273,4464-33620,Purchase,,No,No
18274,4493-46498-GJ,Purchase,No,No,No
18275,4564-52148,Purchase,No,No,No
18276,4611-81876,Purchase,No,No,No
18277,4250-32002,Purchase,,No,No
18278,4502-61256-GJ,Purchase,No,No,No
18279,4333-19888,,,No,No
18280,4473-46089,Purchase,Yes,No,No
18281,4376-102334,Purchase,No,No,No
18282,4376-32342,Purchase,,No,No
18283,4611-47667,Purchase,No,No,No
18284,4323-19262,,,No,No
18285,4635-34279,Purchase,No,No,No
18286,4116-100368,Purchase,No,No,No
18287,4119-20481,,,No,No
18288,4355-69344-GJ,Purchase,No,No,No
18289,4376-92088-GJ,Purchase,No,No,No
18290,4154-54215,Purchase,No,No,No
18291,4630-81859,Purchase,No,No,No
18292,4355-82243-GJ,Purchase,No,No,No
18293,4555-32128,Purchase,,No,No
18294,4116-89610,Purchase,,No,No
18295,4247-101023,Purchase,No,No,No
18296,4355-57162-GJ,Purchase,No,No,No
18297,4629-0291-Financing,Purchase,No,No,No
18298,4250-101584,Purchase,No,No,No
18299,4538-63353,Purchase,No,No,No
18300,4633-91535,Purchase,No,No,No
18301,4609-26730,,,No,No
18302,4493-27907,Lease,,No,No
18303,4633-101168,Purchase,No,No,No
18304,4116-23052,,,No,No
18305,4116-21495,,,No,No
18306,4116-76261,Purchase,No,No,No
18307,4564-62252,Purchase,No,No,No
18308,4533-71118,Purchase,No,No,No
18309,4355-89658,Purchase,No,No,No
18310,4564-55078,Purchase,No,No,No
18311,4116-46080,Purchase,No,No,No
18312,4116-25074,,,No,No
18313,4633-80859,Purchase,No,No,No
18314,4493-31673,Purchase,,No,No
18315,4633-37354,Purchase,No,No,No
18316,4304-21766,,,No,No
18317,4362-38120,Power Purchase Agreement,,No,No
18318,4355-0163-Financing,Purchase,No,No,No
18319,4355-96537-GJ,Purchase,No,No,No
18320,4354-100637,Purchase,No,No,No
18321,4533-83965,Purchase,No,No,No
18322,4635-26476,,,No,No
18323,4260-54719,Purchase,,No,No
18324,4643-29800,Power Purchase Agreement,,No,No
18325,4119-018,,,No,No
18326,4333-004,,,No,No
18327,4375-23018,,,No,No
18328,4564-26636,,,No,No
18329,4443-60805,Purchase,No,No,No
18330,4643-28896,Power Purchase Agreement,,No,No
18331,4340-38367,Purchase,No,No,No
18332,4116-81929,Purchase,No,No,No
18333,4116-033,,,No,No
18334,4402-20586,,,No,No
18335,4354-72167,Purchase,No,No,No
18336,4433-51837,Purchase,No,No,No
18337,4124-037,,,No,No
18338,4149-72678-GJ,Purchase,No,No,No
18339,4611-67526,Purchase,No,No,No
18340,4116-043,,,No,No
18341,4493-22719,,,No,No
18342,4116-88396,Purchase,No,No,No
18343,4116-33745,Purchase,No,No,No
18344,4635-60943,Purchase,No,No,No
18345,4149-100551,Purchase,,No,No
18346,4116-184,,,No,No
18347,4354-62769-GJ,Purchase,No,No,No
18348,4473-90748,Purchase,No,No,No
18349,4611-23157,,,No,No
18350,4611-42048-GJ,Purchase,No,No,No
18351,4493-43267-GJ,Purchase,No,No,No
18352,4590-83465,Purchase,No,No,No
18353,4629-69643-GJ,Purchase,No,No,No
18354,4158-20028,,,No,No
18355,4354-96816,Purchase,No,No,No
18356,4117-40986,Purchase,No,No,No
18357,4247-42415,Purchase,No,No,No
18358,4355-66090-GJ,Purchase,No,No,No
18359,4135-007,,,No,No
18360,4627-32471,Purchase,,No,No
18361,4116-43368,Purchase,No,No,No
18362,4373-76783,Purchase,No,No,No
18363,4355-58565,Purchase,No,No,No
18364,4116-32320,Purchase,,No,No
18365,4124-027,,,No,No
18366,4382-19951,,,No,No
18367,4564-25065,,,No,No
18368,4533-35506,Purchase,Yes,No,No
18369,4633-48038,Purchase,No,No,No
18370,4643-26036,Lease,,No,No
18371,4590-78404,Purchase,No,No,No
18372,4629-78826-GJ,Purchase,No,No,No
18373,4493-30254,Lease,,No,No
18374,4116-26240,,,No,No
18375,4362-67124,Purchase,No,No,No
18376,4376-87469-GJ,Purchase,No,No,No
18377,4355-52007-GJ,Purchase,No,No,No
18378,4117-40226,Purchase,No,No,No
18379,4548-62651,Power Purchase Agreement,,No,No
18380,4550-60638,Purchase,No,No,No
18381,4184-001,,,No,No
18382,4643-32877,Lease,,No,No
18383,4493-54798,Lease,No,No,No
18384,4116-22848,,,No,No
18385,4116-080,,,No,No
18386,4629-53916-GJ,Purchase,No,No,No
18387,4473-101566,Purchase,No,Yes,No
18388,4202-27848,Purchase,,No,No
18389,4609-45446-GJ,Purchase,No,No,No
18390,4362-25064,Power Purchase Agreement,,No,No
18391,4548-100813,Purchase,No,No,No
18392,4635-40355,Purchase,No,No,No
18393,4158-131,,,No,No
18394,4247-85779,Purchase,No,No,No
18395,4238-41957,Purchase,No,No,No
18396,4493-26901,Purchase,,No,No
18397,4354-73484,Purchase,No,No,No
18398,4202-28205,Purchase,,No,No
18399,4493-32717,Purchase,,No,No
18400,4611-49307,Purchase,No,No,No
18401,4548-56420,Purchase,No,No,No
18402,4260-22429,,,No,No
18403,4211-96455,Purchase,No,No,No
18404,4243-35203,Purchase,No,No,No
18405,4464-37788,Purchase,No,No,No
18406,4116-27704,Purchase,,No,No
18407,4533-76137,Purchase,No,No,No
18408,4170-080,,,No,No
18409,4633-53243,Purchase,No,No,No
18410,4160-53315,Purchase,No,No,No
18411,4170-070,,,No,No
18412,4116-19594,,,No,No
18413,4473-73151,Purchase,No,No,No
18414,4116-26656,Purchase,,No,No
18415,4373-30375,Purchase,,No,No
18416,4116-37294,Purchase,No,No,No
18417,4533-85619,Purchase,No,No,No
18418,4170-21211,,,No,No
18419,4244-22788,,,No,No
18420,4205-22921,,,No,No
18421,4354-97298,Purchase,,No,No
18422,4116-34728,Purchase,No,No,No
18423,4493-49362-GJ,Purchase,No,No,No
18424,4643-32518,Lease,,No,No
18425,4635-50182,Purchase,No,No,No
18426,4158-095,,,No,No
18427,4376-48643,Purchase,No,No,No
18428,4283-29829,Purchase,,No,No
18429,4362-62814,Purchase,No,No,No
18430,4255-70432,Purchase,No,No,No
18431,4633-99524,Purchase,No,No,No
18432,4633-83259,Purchase,No,No,No
18433,4154-89686-GJ,Purchase,No,No,No
18434,4643-30020,Lease,,No,No
18435,4564-57163,Purchase,No,No,No
18436,4533-94704,Purchase,No,No,No
18437,4161-20590,,,No,No
18438,4575-51578,Purchase,,No,No
18439,4116-27802,Purchase,,No,No
18440,4633-66142,Purchase,No,No,No
18441,4376-73449,Purchase,No,No,No
18442,4251-39552,Purchase,No,No,No
18443,4435-21370,,,No,No
18444,4160-96368,Purchase,,No,No
18445,4633-102896,Purchase,No,No,No
18446,4255-61195,Purchase,No,No,No
18447,4343-18382-A,,,No,No
18448,4135-22486,,,No,No
18449,4355-54068,Purchase,No,No,No
18450,4533-93463,Purchase,No,No,No
18451,4611-35843,Purchase,No,No,No
18452,4116-22271,,,No,No
18453,4247-67088,Purchase,No,No,No
18454,4116-41507,Purchase,No,No,No
18455,4376-84354-GJ,Purchase,No,No,No
18456,4116-026,,,No,No
18457,4202-44431,Purchase,No,No,No
18458,4119-59471,Purchase,No,No,No
18459,4355-89420-GJ,Purchase,No,No,No
18460,4153-003,,,No,No
18461,4548-50125,Power Purchase Agreement,,No,No
18462,4433-50254 GJ,Purchase,No,No,No
18463,4355-73409-GJ,Purchase,No,No,No
18464,4116-101334,Purchase,No,No,No
18465,4116-155,,,No,No
18466,4643-28415,Lease,,No,No
18467,4533-62905-GJ,Purchase,No,No,No
18468,4548-88918,Purchase,No,No,No
18469,4643-33342,Lease,,No,No
18470,4147-100945,Purchase,No,No,No
18471,4355-94876-GJ,Purchase,No,No,No
18472,4355-62349-GJ,Purchase,No,No,No
18473,4116-191,,,No,No
18474,4354-99737,Purchase,,No,Yes
18475,4354-23658,,,No,No
18476,4629-77030-GJ,Purchase,No,No,No
18477,4301-35658,Purchase,No,No,No
18478,4493-32003,Purchase,,No,No
18479,4202-44429,Purchase,No,No,No
18480,4158-148,,,No,No
18481,4493-26681,,,No,No
18482,4116-42878,Purchase,No,No,No
18483,4354-77935,Purchase,No,No,No
18484,4355-77567,Purchase,No,No,No
18485,4629-59521-GJ,Purchase,No,No,No
18486,4643-32007,Lease,,No,No
18487,4362-35739,Power Purchase Agreement,,No,No
18488,4627-51587,Purchase,No,No,No
18489,4149-69779,Purchase,No,No,No
