$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
3748.5,2.14,2514
29561.47,43.12,50616
37500,10.5,12325
6261.87,6.37,7477
17500,10.16,11931
7403,4.23,4965
35000,10,11738
8460,4.23,4965
2495.91,5.88,6902
4945.54,10.8,12677
3744,2.88,3381
5914.39,8.25,9684
3781.31,7.75,9097
16800,4.8,5634
9400,4.5,5282
33264,9.5,11151
13000,13.73,16122
37406.3,9.98,11715
4833.87,11.76,13804
1875.41,4.24,4977
1838.74,3.57,4191
1225.59,2.29,2687
16100,9.2,10799
35000,10,11738
175000,50.4,59162
6156,10.26,12044
7740,5.16,6057
39600,9.9,11621
22500,10.11,11868
3163,7.14,8381
7157.87,9.75,11445
2886.9,6.75,7923
12250,16.56,19439
21060,5.62,6597
2408.35,4.25,4989
2760.21,5.67,6656
8208,13.68,16058
4111.18,9.5,11151
7647.5,4.37,5130
9399.12,6.21,7293
9005.68,6.37,7477
8160,2.04,2395
2458.8,4.85,5687
23625,5.25,6163
19800,3.3,3874
2296.64,5.39,6327
44480,16.32,19157
35000,10.13,11891
2916,7.29,8557
9030,5.16,6057
32462.5,9.28,10893
6864,4.16,4883
16100,9.2,10799
18360,4.59,5388
4687.91,8.64,10142
3185.2,6.37,7477
13000,4.5,5282
2665.26,4.77,5599
85680,48.96,57471
5372.41,3.84,4508
3420.68,6.75,7923
19360,7.04,8264
3066.27,7.42,8710
10920,6.24,7325
17500,10.29,12079
4788,7.98,9367
34650,9.9,11621
2800.17,6.63,7783
19712,5.63,6609
3064.92,6.63,7783
2353.81,4.59,5388
12181.09,7.2,8452
12950,7.4,8686
17280,2.88,3381
2550,2.55,2993
5091.12,3.92,4601
4892.97,9.5,11151
19110,5.46,6409
2465.21,5.83,6843
1512,2.52,2958
2891.18,6.89,8082
5047.69,6,7043
3194.04,6.54,7677
3132.02,6.21,7293
262084,99.79,117140
14400,2.88,3381
16560,8.28,9719
3427.2,7.65,8980
5011.84,3.92,4601
35000,10.08,11832
2490.75,5.88,6902
2735.43,5.75,6750
18900,4.2,4930
5437.22,9.69,11375
5371.6,6.25,7337
17500,10.14,11899
32675,10.12,11879
4752.26,10.2,11973
1708.19,4.25,4989
4081.36,8.91,10459
5973.68,4.56,5353
22545,6.01,7055
20930,5.98,7020
8775,9.75,11445
15840,2.64,3099
13972.5,6.21,7290
15207.29,20.4,23946
12005,6.86,8053
27680,7.65,8980
1791.31,3.5,4108
14568.75,8.33,9772
12250,9.2,10799
18492,5.52,6480
69000,27.6,32398
22800,6.08,7137
2735.68,5.5,6456
79380,45.36,53245
10772.2,7.85,9212
4464,10.5,12325
4853.05,10.71,12572
49218.75,28.13,33014
2186.69,4.05,4754
16500,10.26,12044
14664,6.11,7172
10290,2.94,3451
4642.6,10.8,12677
14490,4.14,4860
33075,9.45,11093
3744.46,8.09,9490
15785,4.51,5294
10920,6.24,7325
12250,7.68,9015
35000,10.12,11879
8575,4.9,5752
28800,5.76,6761
4905,4.91,5758
14280,8.16,9579
7125,5.04,5916
51500,21,24651
25200,7.2,8452
24750,24.75,29053
6823.73,10.14,11903
5391.57,12.24,14368
3869.58,7.91,9279
25200,7.2,8452
19320,5.52,6480
10683.75,6.24,7325
3281.64,7.4,8681
19320,5.52,6480
11725,11.73,13763
13162.5,3.51,4120
16800,9.6,11269
17500,10,11738
16023,9.16,10748
8458.66,5.22,6127
4293.81,9,10565
14125.32,10.14,11899
23630,6.21,7290
18060,5.16,6057
8820,5.04,5916
35000,10.3,12091
8750,5.04,5916
12040,3.44,4038
37500,10,11738
90000,20.46,24017
21600,4.8,5634
34320,12.48,14650
2551.25,4.59,5388
29300,8.1,9508
7482.43,9.62,11292
10500,7.8,9156
5347.8,11.02,12936
61200,15.84,18594
36000,7.2,8452
12240,12.24,14368
3725.06,7.65,8980
9535.73,10.05,11791
22540,6.44,7560
33000,10.13,11891
13195,7.54,8851
29106,8.32,9766
3073.09,9.18,10776
7000,2.3,2700
16125,4.3,5048
1963.65,4.34,5089
2511.96,4.66,5464
8739.05,18.2,21364
30800,8.8,10330
4429.13,10,11738
1498.38,2.81,3293
10800,10.8,12677
25000,10.08,11832
2909.1,7.14,8381
102100,41.4,48597
2000.87,3.78,4437
34650,9.9,11621
31590,8.42,9884
5005,2.86,3357
20120,5.04,5916
20437.5,5.74,6738
3429.75,7.25,8510
74272,21.84,25637
12250,9.2,10799
15400,3.85,4519
2831.47,5.5,6456
8383.92,6.86,8053
5089.62,11.48,13470
13387.5,3.57,4191
7560,4.32,5071
3177.22,7.14,8381
2560.65,6.25,7337
27640,9.18,10776
1798.53,3.68,4314
16170,9.24,10846
35000,13.28,15589
6426.71,16.83,19756
21724.5,7.92,9297
17248,4.93,5787
8640,1.44,1690
37800,9.45,11093
5709.06,11.88,13945
6600,13.88,16293
11765.91,11.44,13429
31875,10.12,11879
7838.12,8.16,9579
16065,9.18,10776
17307.5,9.89,11609
6173.24,13.73,16122
3912.54,9.6,11269
2152.65,4.66,5470
10080,6.72,7888
3661.37,9.01,10576
17827.06,11.2,13147
3763.14,6.89,8088
6014.33,14.54,17062
25160,6.72,7888
27230,7.41,8698
14580,3.89,4566
29040,4.84,5681
2953.73,6.38,7483
15750,4.5,5282
2486.01,6.12,7184
20000,10.94,12847
22500,9,10565
14625,9.75,11445
17500,10.14,11899
43685,71.61,84059
12829.92,14,16434
10500,6,7043
4691.82,4.08,4789
4094.53,5.75,6750
1529.61,4.08,4789
17500,10.12,11879
17255.72,13.08,15354
14400,2.88,3381
2640,0.44,516
17500,10.35,12149
29106,8.32,9766
4946.29,9.81,11515
2424.28,4.5,5282
16940,4.84,5681
48000,9.6,11269
2376.66,4.34,5089
17280,4.32,5071
8640,2.16,2535
21505,7.82,9179
3377.01,7.16,8405
2589.84,6.75,7923
16500,10.34,12132
14800,5.4,6339
16595.25,9.48,11132
3162.48,6.5,7630
11856,5.93,6959
4150.99,9.25,10858
2176.92,4.17,4889
17500,10.14,11899
29137.5,7.77,9121
1446.42,3.57,4191
9001.02,8.48,9954
25987.5,7.43,8722
36450,9.72,11410
8506.91,7,8217
17390.02,11.12,13051
4536,11.34,13311
21840,5.82,6832
22050,6.3,7395
5906.13,10.64,12490
2710.41,4.85,5687
5775,3.3,3874
17307.5,9.89,11609
45300,10.12,11879
37440,9.98,11715
15800,13.8,16199
4441.91,10.71,12572
17710,5.06,5940
15006.25,8.58,10066
17500,10.14,11899
17500,10.14,11899
15600,4.16,4883
16830,4.49,5271
17500,10.08,11832
15450.75,8.83,10364
5894.08,13.48,15817
3406.03,6.87,8061
4312.05,10.8,12677
20000,8.1,9508
7194,7.19,8445
3167.99,7,8217
5834.9,11.77,13818
26838,7.67,9003
1937.37,3.5,4108
4139.84,8.16,9579
17500,10.12,11879
3695.03,6.89,8082
60060,34.32,40286
55445,31.72,37234
6596.53,9.75,11445
26600,6.65,7806
8370,2.23,2618
5826.03,12.5,14667
8152.74,6.44,7560
24640,6.16,7231
2233.32,4.85,5687
33075,9.45,11093
23520,6.72,7888
6168.75,3.53,4138
43537.5,9.68,11357
1862.53,3.25,3815
3415.17,7.4,8681
9600,2.4,2817
11960,5.98,7020
4728,9.16,10748
1360.11,2.81,3293
3100.41,6.89,8082
21385,6.27,7360
5268,12,14086
24750,6.6,7747
9072,15.12,17748
4543.28,8.67,10177
6236.91,8.75,10271
7980,2.66,3122
3122.46,6.89,8082
8022.03,9.54,11198
30100,8.6,10095
34678.1,10.13,11891
18048,5.64,6620
34781.3,9.28,10893
23296,5.82,6832
7592.11,6.63,7783
2260.14,4.17,4889
262500,101.38,118999
17272.5,4.94,5799
13650,7.8,9156
18720,4.99,5857
12753,9.81,11515
4793.11,8.5,9980
2175.52,4.41,5177
17500,10.24,12020
17500,11.52,13517
7491.86,10.34,12138
4369.95,5.75,6750
20040,5.01,5881
2175.13,5.39,6327
6297.86,13.23,15530
3028.62,6.63,7783
14603.75,8.35,9796
10080,3.36,3944
13650,7.8,9156
4561.9,11.2,13147
28000,8,9391
13500,3.38,3962
5129.02,10.46,12283
4025,2.3,2700
2249.59,5.3,6221
1671.31,3.83,4490
18018,5.15,6045
4596.6,10.05,11791
8400,4.8,5634
8855,5.06,5940
8629.79,7.25,8510
2797.98,5.75,6750
21937.5,5.85,6867
27027,7.72,9062
4815.75,9.99,11727
2187.43,4.75,5576
36120,9.03,10600
2556.21,5.5,6456
15375,4.1,4813
67600,52,61040
9769.25,6.24,7325
10340,3.76,4414
23625,6.75,7923
1792,4.48,5259
8750,5.52,6480
11200,4.8,5634
27842.5,7.96,9344
3772.61,8.25,9684
1360,0.68,798
3150,1.8,2113
8925,2.38,2794
12936,7.84,9203
19548,6.45,7571
3360,3.36,3944
15964,4.73,5552
29452.5,7.85,9215
1469.55,2.94,3451
22500,5,5869
8750,5.04,5916
11500,4.6,5400
9625,5.5,6456
5342.21,14.3,16786
26325,7.02,8240
4948.56,12.24,14368
1428.75,2.81,3293
5712,8.16,9579
13833.75,7.91,9279
16560,4.14,4860
41472,10.37,12170
4753.13,9.54,11198
40000,10,11738
4815.17,5.41,6345
24480,5.44,6386
7350,4.2,4930
22950,6.12,7184
11613.04,8.37,9825
4369.16,12.25,14380
28435,10.34,12138
4536,1.3,1526
16200,4.05,4754
17500,10.46,12283
6718.29,6.96,8170
3144.61,6.89,8088
2671.79,2.75,3228
3137.74,8.16,9579
30432.5,8.7,10212
33005,9.43,11069
45000,10.08,11832
2610.2,5,5869
37500,10.14,11903
21560,5.52,6480
1360,0.34,399
16100,4.6,5400
25000,10.34,12138
4300.71,12.5,14667
3880.17,8.93,10477
2839.39,5.94,6973
34965,7.77,9121
2326.13,5.7,6691
24255,6.93,8135
6340.9,4.77,5599
4935,2.82,3310
5436.86,4.41,5177
75000,50.6,59396
3811.13,6.75,7923
16800,4.8,5634
4866.76,9.44,11075
3586.44,4.25,4989
45300,10.12,11879
7245,4.14,4860
4099.38,8.93,10477
3305.49,7.42,8710
8365,2.48,2911
55440,20.16,23665
73500,49.5,58105
13965,7.98,9367
9660,5.52,6480
47500,10.2,11973
3374.01,7.5,8804
9353.81,6.21,7293
3578,7.16,8399
27500,10,11738
16280,5.92,6949
50750,34.32,40286
4545.35,8.22,9643
5033.18,9.95,11674
9614,6.87,8061
52920,30.24,35497
35225,10.15,11914
3866.57,7.5,8804
250000,124.49,146129
7020,4.68,5494
6017,5.23,6142
8750,5.06,5940
934.8,2.7,3163
2951.31,2.45,2876
3989.14,9,10565
1463,2.62,3071
5763.52,13.77,16164
12564.53,9.81,11515
11025,3.15,3698
64680,47.85,56168
13982.5,7.99,9379
17325,9.9,11621
2379.3,6.12,7184
20790,5.94,6973
9240,5.28,6198
22500,6,7043
11270,3.22,3780
10350,4.14,4860
24000,4.8,5634
27360,6.84,8029
5579.22,12.75,14966
17482.5,9.99,11727
41580,9.24,10846
31878,9.11,10694
11576.25,6.62,7765
5628.6,12.74,14955
16000,3.2,3756
31096,27.04,31741
13608,3.89,4566
16415,9.5,11151
4029.78,8.67,10177
3528.83,8.93,10477
13387.5,7.65,8980
22540,6.44,7560
3726.66,7.65,8980
4398.47,10.07,11821
4967.06,9.69,11375
4138.27,9.18,10776
35180,10.12,11879
2539.89,6.89,8082
23625,5.25,6163
122200,32.4,38032
7914.95,6.75,7923
9499.36,8.18,9596
12285,3.51,4120
13007.5,4.73,5552
4104.49,8.75,10271
9240,9.24,10846
10003.13,8.18,9596
2887.83,6,7043
5634.73,10.97,12871
10800,4.32,5071
3735.28,7,8217
7654.52,6.24,7325
19635,5.24,6151
10080,10.08,11832
14217.5,5.17,6069
7150,5.5,6456
8400,4.8,5634
15799,5.18,6080
8904,5.09,5972
3403.4,6.89,8082
8624,2.46,2888
12544,3.58,4202
14616,4.6,5400
7800,6,7043
22050,6.3,7395
4776.88,10,11738
4033.82,8.48,9954
11270,3.22,3780
20790,5.94,6973
2908.09,5.56,6525
47782.25,35.64,41836
32200,9.2,10799
3668.46,7.6,8915
16774.5,6.12,7184
4126.13,8.42,9878
2811.73,6.89,8082
5270.4,9.69,11375
1455.02,2.75,3228
17500,12.04,14133
7785.86,5.88,6902
15697.5,8.97,10529
5646.47,6.75,7923
3187.55,6.21,7293
5040,5.6,6574
5491.88,11.45,13435
4465.9,8.25,9684
12544,3.58,4202
17500,10.12,11879
17325,9.9,11621
15295,8.74,10259
12589.5,7.19,8445
16023,9.16,10748
12000,3.2,3756
2240,0.56,657
25250,6.75,7923
3860.32,5.25,6163
35000,10.12,11879
2866.68,5.23,6133
12085.18,9.75,11445
3136,3.92,4601
34650,9.9,11621
21525,6.15,7219
16555,9.46,11105
8537.43,8.5,9980
2160,0.58,681
4905,4.91,5758
9712.5,5.55,6515
54125,13.65,16023
2431.1,4.93,5787
19500,5.2,6104
22050,6.3,7395
15480,6.88,8076
4247.15,10.05,11791
4208.75,2.41,2823
2053.39,4.5,5282
4592.03,10.46,12272
4142.1,8.09,9490
5040,5.6,6574
13734,7.85,9212
5022.86,9.95,11674
8238.31,8.75,10265
11277.82,8,9391
8820,5.04,5916
2829.18,7.65,8980
9720,2.16,2535
4178.67,9.16,10748
14000,4,4695
17500,10.6,12443
20235,5.4,6339
28350,8.1,9508
9870,5.64,6620
1458.94,3.57,4191
4158.39,8.93,10477
7560,4.32,5071
1872.8,3.92,4606
2736.94,5.1,5987
19687.5,5.25,6163
2908.48,7.25,8510
4367.36,9.25,10858
44887.5,9.98,11715
8484.22,7.84,9203
12862.5,7.35,8628
2551.86,6.12,7184
25760,7.36,8639
4308.24,9.56,11216
82800,20.7,24298
35000,10.12,11879
16000,8.1,9508
8624,2.46,2888
13526.7,10,11738
9030,5.16,6057
3769.28,9.25,10858
4025,2.3,2700
6649.36,9.25,10858
22950,6.75,7923
4683.31,8.12,9532
14437.5,8.25,9684
2055.86,4.34,5089
4906.58,9.95,11674
16065,9.18,10776
21868,6.25,7337
87500,50.83,59666
16857.75,9.63,11308
3928.33,9.44,11075
4518.72,8.48,9954
5546.34,13.08,15354
102370,41.58,48808
8820,5.04,5916
2801.28,5.61,6585
11520,1.92,2254
21262.5,6.08,7137
2412.15,4.9,5752
19845,5.67,6656
3347.16,7.25,8510
4964.57,9.18,10776
3711.1,7.91,9279
9156,5.23,6142
3391.15,6.75,7923
2812.25,6.89,8088
54756,28.8,33807
1114.06,2.16,2535
3273.29,9.44,11075
35000,10.13,11891
9003.75,5.15,6039
3180,5.3,6221
3855.38,7.8,9156
19600,5.6,6574
5115.58,11.22,13170
16100,4.6,5400
4905,4.91,5758
4266.1,3.25,3815
5060.65,10.53,12361
3302.64,6.38,7483
20000,10.32,12114
9323.21,6.24,7325
172000,329.56,386851
6175.98,5.25,6163
4520.1,13.48,15817
16100,4.6,5400
17167.5,9.81,11515
1087.94,2.6,3052
14320,5.16,6057
2480.64,4.66,5464
14112,8.06,9466
47500,11,12912
27555,7.35,8628
7245,4.14,4860
17900,14.5,17021
2018.67,5.61,6585
12071.9,7.65,8980
32287.5,9.23,10835
4740.78,10.6,12443
2112.7,7,8217
2913.71,8.22,9643
15000,10.46,12283
2506.46,5.61,6585
4235.83,9.18,10776
12250,9,10565
7560,4.32,5071
3282.7,2.35,2763
1164.28,3.06,3592
3754.23,7.4,8681
21525,6.15,7219
7800,7.8,9156
10800,5.76,6761
23225,6.08,7131
6600,13.08,15354
5169.94,5.36,6286
3629.68,7.4,8681
2255.24,6.25,7337
2054.77,4.25,4989
17500,10.08,11832
113100,50.6,59396
18144,5.18,6080
2027.12,4.85,5687
27891,8.6,10095
13000,13.08,15354
37500,10,11738
14087.5,8.05,9449
2600,2.6,3052
18018,5.15,6045
4734.37,11.99,14068
17500,10.12,11879
5624.31,11.99,14068
10300.5,5.89,6909
6457.93,14.03,16463
142760,29.44,34558
2992.48,6.5,7630
9660,5.52,6480
17710,5.06,5940
40000,10,11738
24500,7,8217
11287.5,3.01,3533
29452.5,6.55,7689
4760.69,9.54,11198
21326.3,7.76,9109
17500,13.08,15354
47500,10.14,11903
11900,13.08,15354
43750,25.38,29792
7382.46,7.42,8710
6475,3.7,4343
40000,10,11738
35510,10.34,12138
2284.91,5.64,6615
11088,3.17,3721
19404,5.54,6503
1855.66,5,5869
58800,11.76,13804
12600,7.2,8452
39600,6.6,7747
40000,10,11738
7224.47,5.88,6902
1928.38,4.17,4889
7540,7.54,8851
2484.05,5.64,6615
23100,6.6,7747
6653.12,5.64,6615
17500,10.46,12283
8640,2.16,2535
10540.8,1.76,2066
25000,5,5869
16537.5,9.45,11093
60000,10,11738
35000,10.12,11879
3824.01,8,9391
10500,6,7043
2665.91,5.87,6885
4408.69,8.83,10364
5760,0.96,1127
8820,5.04,5916
2648.23,5.1,5987
7261.57,6.9,8099
2194.74,4.41,5177
20700,9.2,10799
18490,9.25,10852
4352.26,8.5,9978
3596.79,7.4,8681
45800,10.32,12114
3028.79,7.35,8628
4250.68,3.5,4108
33005,9.43,11069
2863.01,5.61,6585
34615,9.89,11609
2020.01,4.34,5089
4450.58,10.46,12272
2735.67,6.63,7783
2880.69,5.88,6902
2193.35,4.75,5576
37500,10,11738
9870,5.64,6620
6426,9.18,10776
11925,7.95,9332
41400,9.2,10799
4695.81,10.46,12283
14805,4.23,4965
17500,10.14,11903
7650,7.65,8980
2886.96,5.88,6902
40000,10.29,12079
44550,9.9,11621
20020,5.72,6714
11560,5.04,5916
27499,10.08,11832
37899.82,29.76,34930
4976.36,12.5,14667
11611.25,6.64,7788
21168,6.05,7102
2209.81,4.08,4789
125000,29.7,34863
9921.16,11.73,13769
34500,9.2,10799
17500,10.56,12396
21675,5.78,6785
35360,8.84,10377
35000,10.12,11879
1506.43,3.32,3891
15000,10.4,12208
3950.57,8.5,9980
5320.81,11.22,13170
1347.14,2.7,3163
115000,255.78,300245
19320,5.52,6480
17500,10.46,12283
17307.5,9.89,11609
28175,8.05,9449
31500,9,10565
4220.21,6,7043
3810.54,7.14,8381
22540,6.44,7560
8464.75,7.04,8264
3248.4,6.12,7184
16931.25,9.68,11357
7525,4.41,5177
33264,9.5,11151
45000,10.08,11832
3744.52,9.07,10641
17100,4.56,5353
2049.23,5.4,6339
9408,6.72,7888
29400,8.4,9860
13200,2.64,3099
15910,7.96,9338
24799.5,5.51,6468
12949.2,7.85,9212
2245.2,5.1,5987
34650,9.9,11621
16957.5,10,11738
3902.41,7.29,8557
15303.75,8.75,10265
130000,247.5,290525
3598.67,9.5,11151
20000,8.1,9508
13000,8.16,9579
8750,5.64,6620
8624,4.93,5785
17290,9.88,11598
1784.91,3.6,4222
21000,5.6,6574
12511.25,9.25,10858
12600,7.2,8452
5676.53,13.77,16164
17500,10.14,11899
8452.5,4.83,5670
10934,3.12,3662
14490,8.28,9719
1353.83,2.75,3228
2910.95,4.5,5282
18240,4.56,5353
7632,12.72,14931
11200,2.8,3287
4808.18,9.9,11621
24130,7.56,8874
14112,4.03,4731
8750,5.52,6480
3360,3.36,3944
1753.3,3.32,3891
12600,7.2,8452
19687.5,5.25,6163
8325,3.7,4343
2674.02,5.88,6902
15697.5,8.97,10529
6230.29,13.26,15565
39936,9.98,11715
26674.5,9.9,11621
13266.35,10.4,12208
21600,4.32,5071
27500,5.5,6456
16511.25,9.44,11075
30100,8.6,10095
30800,8.8,10330
10500,7.85,9212
2405.38,4.5,5282
4320,2.88,3381
14750.1,10.46,12283
12017.25,6.87,8061
28800,4.8,5634
16500,10,11738
7150,5.5,6456
14350,4.1,4813
2014.62,4.5,5282
4993,10.78,12654
5160,1.72,2019
27370,7.82,9179
85205,43.47,51027
2566.42,6.86,8053
33915,9.69,11375
4780.23,4.62,5423
16450,9.4,11034
20000,10.35,12149
16800,9.6,11269
175000,50.4,59162
35180,10.12,11879
26672.5,8.74,10259
15187.5,6.75,7923
4111.84,10.29,12079
3546.6,7.98,9361
15640.11,10.14,11903
17500,10.46,12283
20125,5.75,6750
4722.18,10.71,12572
4397,9,10565
10300.5,5.89,6909
6311.33,13.05,15319
17500,10.32,12114
86240,49.28,57847
1973.52,3.57,4191
2121.28,3.9,4578
11040,2.76,3240
1848.23,4.08,4789
2646.79,4.9,5752
4469.64,9,10565
3647.46,3.68,4314
13734,7.85,9212
4607.94,10.97,12871
7837.5,2.09,2453
15750,4.5,5282
9113.54,11.77,13818
20040,5.34,6268
2359.3,4.7,5517
17280,2.88,3381
28224,8.06,9461
9378.55,7.56,8874
3107.43,7.14,8381
6318,7.02,8240
2751.62,3.53,4138
16023,9.16,10748
26400,4.4,5165
4559.24,6.36,7466
17500,10.14,11899
7075.18,5,5869
9870,5.64,6620
8820,5.04,5916
2178.85,4.59,5388
23630,6.21,7290
8320,2.08,2442
11602.5,6.63,7783
3038.95,5.61,6585
35180,10.12,11879
37500,10.71,12572
15412.48,11.77,13816
20120,5.04,5916
17500,10.12,11879
2851.4,7.19,8445
3999.38,6.13,7190
3861,2.97,3486
4482.6,9.44,11075
21735,6.21,7290
27090,6.02,7067
141600,96.6,113393
23630,6.21,7290
27370,7.82,9179
8330,4.76,5587
17280,2.88,3381
32000,9.9,11621
37440,9.98,11715
7560,4.32,5071
30240,8.64,10142
28880,7.22,8475
35000,10.98,12889
35000,10.08,11832
6540,6.54,7677
35000,10.12,11879
8750,5.06,5940
3775.67,8.16,9579
5326.21,10.46,12272
10263.75,5.87,6885
3051.42,6.38,7483
12972.24,13.72,16105
17500,10.32,12114
5216.56,10.46,12283
18375,5.25,6163
19799.5,7.2,8452
1115.78,2.25,2641
3750,2.5,2935
12250,8.16,9579
10290,5.88,6902
17500,10.25,12032
34545,19.74,23172
8855,5.06,5940
4410,2.52,2958
12320,7.04,8264
2754.92,4.83,5670
15295,8.74,10259
1981.06,4.41,5177
2286.53,6.5,7630
3581.69,6.48,7606
12040,6.88,8076
7515,2,2348
2034.58,4.9,5752
17500,15,17608
28000,8,9391
48350,11.34,13311
16500,10.46,12283
14800,5.4,6339
9600,1.92,2254
1864.02,4.16,4883
2087.99,5.1,5987
20000,5,5869
11340,5.04,5916
24440,6.48,7606
16537.5,9.45,11093
17500,10,11738
3652.44,9.44,11075
3953.28,7.65,8980
2204.03,4.59,5388
4432,8.16,9579
9000,9,10565
27225,9.9,11621
2691.46,4.75,5576
53271.4,43.75,51356
3469.52,6.38,7483
87500,50.16,58880
26040,14.88,17467
3627.46,8.67,10177
16900,13.25,15553
1614.32,4.08,4789
5237.63,3.75,4402
35000,12.22,14344
24750,5.5,6456
16774.5,6.12,7184
3861.87,8.83,10364
21000,5.6,6574
3817.73,7.91,9279
9240,5.28,6198
3060.05,7.4,8681
7168,17.92,21035
5565,11.13,13065
35000,10.12,11879
4213.82,8.42,9878
11375,6.5,7630
29920,7.48,8780
1907.22,4.5,5282
4889.73,4.8,5634
3900.33,8.1,9508
4174.24,9.31,10928
8925,2.38,2794
20404.8,15.7,18425
2668.84,6.63,7783
20000,10.18,11945
57600,9.6,11269
11889.64,12.74,14955
2392.14,5.3,6221
29452.5,7.85,9215
14726.25,8.42,9878
17176.61,11.93,13998
4272.28,4.17,4889
2631.89,5.2,6104
69000,13.8,16199
16500,10.14,11903
2668.59,6.12,7184
1317.08,3.83,4490
3132.39,5.87,6885
29478,10.08,11832
940.49,1.72,2013
7000,7.5,8804
8820,5.04,5916
2294.24,4.5,5282
79852.5,45.63,53562
10500,6,7043
11380,4.92,5775
3710.43,8,9391
12862.5,7.35,8628
11270,6.44,7560
26565,7.59,8909
5037.59,11.99,14068
3461.98,6.5,7630
4164.84,9.54,11198
11100,2.22,2606
10500,7.85,9212
16500,10.14,11903
3091.84,5.75,6750
9120,2.28,2676
2894.08,5.42,6356
19800,7.92,9297
3019.35,7.4,8681
13992,8.48,9954
14437.5,3.85,4519
5940,1.58,1855
6250.86,11.25,13206
6600,12.99,15242
22880,8.32,9766
13020,7.44,8733
34560,5.76,6761
11250,4.5,5282
3976,1.14,1338
6240,12.48,14650
28980,16.56,19439
13020,7.44,8733
8400,4.8,5634
17500,9.45,11093
2737.13,6.12,7184
26400,6.6,7747
15000,4,4695
4835.91,14.21,16680
28011,8.45,9919
17500,20.93,24566
35000,10.35,12149
35670,7.13,8369
7560,2.52,2958
15680,4.48,5259
3276.34,6.86,8053
11632.5,5.17,6069
16380,9.36,10987
32340,9.24,10846
40320,6.72,7888
9817.5,5.61,6585
21738.8,5.8,6808
16800,4.2,4930
17500,10.08,11832
5000,5,5869
6259.89,16.83,19756
35750,10.5,12325
17280,2.88,3381
2267.58,4.13,4842
10075,7.75,9097
16060.6,13.25,15553
9569.13,6.86,8053
18060,5.16,6057
14620,7.31,8581
2873.63,7.14,8381
158000,299,350978
976.27,4.75,5576
3604.67,7.5,8804
33000,6.6,7747
5489.72,5,5869
2496,4.5,5282
5345.55,12,14086
9702,2.77,3252
17325,9.9,11621
15050,4.3,5048
2436.45,4.9,5752
25000,10.12,11879
2995.04,7.65,8980
11270,6.44,7560
34650,9.9,11621
13238.79,10.29,12079
5856.42,5.25,6163
1811.37,4,4695
19480,7.74,9086
27370,7.82,9179
4375,2.5,2935
1759.63,3.83,4490
11213.88,11.12,13051
2843.43,5.87,6885
35000,10.75,12619
4531.14,9.56,11216
11760,3.36,3944
35000,10.11,11868
18720,4.99,5857
2254.57,4.08,4789
12420,5.52,6480
6580,3.76,4414
6330.37,4.66,5464
37500,10,11738
2367.54,5.25,6163
2035.07,5.61,6585
15225.6,11.13,13065
2075.6,4.59,5388
3556.75,6.87,8061
25620,7.32,8593
9817.5,5.61,6585
5525.58,5.25,6163
27500,10.08,11832
17500,10.08,11832
2619.48,5.04,5910
4297.63,9.5,11151
35000,10.08,11832
14000,4,4695
37800,8.4,9860
17500,10.12,11879
9856,2.82,3310
15510,7.76,9103
9891.57,10.46,12283
2144.09,5.5,6456
17500,10.2,11973
3063.42,7.11,8340
30090.5,9.89,11609
29250,7.8,9156
28350,16.2,19016
2484.05,5.36,6286
3802.6,8.42,9878
37500,10,11738
20000,10.2,11973
10300.5,5.89,6909
14800,5.4,6339
8778,5.02,5888
4200,2.4,2817
