,Project Number,Project Cost
932,2011-158273-SLPR,37961
933,2011-157619-SLPR,76285
934,2011-159333-SLPR,71675
935,2011-189010-SLPR,52809
936,2013-528400-Sola,19380
937,2012-479104-Sola,50100
938,2012-456601-Sola,37284
939,2012-458254-Sola,48610
940,2014-646199-Sola,47992.5
941,2011-156686-SLPR,
942,2011-157734-SLPR,35000
943,2011-432305-SLPR,225838.08
944,2011-157185-SLPR,25000
945,2013-532857-Sola,18742.5
946,2011-159588-SLPR,66231
947,2011-159954-SLPR,65000
948,2012-517527-Sola,41184.5
949,4033-47902,47145
950,2012-474973-Sola,45000
951,2014-646054-Sola,50000
952,2014-654862-Sola,19500
953,2011-160867-SLPR,71845
954,2014-636830-Sola,20000
955,2014-664346-Sola,40000
956,2011-157579-SLPR,30467.3
957,4015-25710,183591.8
958,2014-648622-Sola,30868
959,2013-606285-Sola,21285
960,2011-423523-SLPR,58500
961,2011-160254-SLPR,45968
962,2013-520568-Sola,37070
963,2011-157484-SLPR,78297
964,2013-538961-Sola,123649
965,2014-644748-Sola,33547
966,2013-538708-Sola,31775
967,2011-346670-SLPR,39994
968,2011-161139-SLPR,35199
969,2014-660863-Sola,16065
970,2011-159854-SLPR,61500
971,2010-146966-SLPR,53768
972,2014-649578-Sola,29172
973,2013-531200-Sola,52063
974,2014-655482-Sola,45000
975,2013-609618-Sola,46640
976,2010-146963-SLPR,54000
977,2010-144969-SLPR,32264.4
978,2011-160648-SLPR,46144
979,2014-663417-Sola,16065
980,4006-44879,31588
981,2011-157554-SLPR,49290
982,2012-455978-SLPR,37406.25
983,4095-22107,311430
984,2013-630242-Sola,22050
985,2014-636943-Sola,20000
986,2014-642050-Sola,30030
987,2011-159467-SLPR,72000
988,2013-528309-Sola,26830
989,2014-658685-Sola,37260
990,2011-159842-SLPR,64680
991,2013-539822-Sola,39894
992,2014-640391-Sola,24796
993,2013-534538-Sola,44100
994,2013-520585-Sola,37642
995,2014-649428-Sola,33750
996,2012-459461-Sola,53000
997,2013-542619-Sola,26950
998,2014-664526-Sola,56000
999,2011-159369-SLPR,75580
1000,4001-26030,40357.95
1001,2014-663133-Sola,49533
1002,4030-20129,32138
1003,4054-19787,14364
1004,2011-160198-SLPR,40320
1005,4018-64253,28208
1006,2014-655964-Sola,40162
1007,4006-22154,42965
1008,2013-538375-Sola,30100
1009,2011-161158-SLPR,34830
1010,2011-378398-SLPR,11710
1011,2011-156755-SLPR,50980
1012,2013-536053-Sola,68422
1013,2013-636594-Sola,86919
1014,4006-20531,129031.4
1015,2012-464035-Sola,53037.6
1016,2011-158782-SLPR,46800
1017,2011-158875-SLPR,75750
1018,2013-532400-Sola,32900
1019,2014-646254-Sola,30630
1020,2013-555393-Sola,18375
1021,4030-007,89340
1022,2011-157680-SLPR,
1023,2011-195538-SLPR,52734
1024,2014-637036-Sola,24816.6
1025,4040-003,52685.13
1026,2014-660717-Sola,40000
1027,2013-538820-Sola,30767
1028,2014-648142-Sola,49592
1029,2014-665926-Sola,42000
1030,2013-540704-Sola,53276
1031,4061-073,23294
1032,2013-537104-Sola,26675
1033,2013-536572-Sola,29988
1034,2013-537094-Sola,32250
1035,2014-655787-Sola,45525
1036,2012-476300-Sola,36108.8
1037,4033-44022,23884
1038,2014-646776-Sola,35006
1039,2011-157031-SLPR,65000
1040,4033-49500,23940
1041,2010-147743-SLPR,24095
1042,2011-159316-SLPR,73844
1043,4003-067,31227
1044,2011-158056-SLPR,40800
1045,4086-007,18360
1046,2013-535935-Sola,64848
1047,4001-022,41257.98
1048,4030-23162,18893
1049,2011-390617-SLPR,55600
1050,2013-530374-Sola,30855
1051,2011-159725-SLPR,75000
1052,2011-354861-SLPR,14161.92
1053,4033-58138,16115
1054,2012-504879-Sola,37500
1055,2011-159767-SLPR,63990
1056,2012-470831-Sola,41105
1057,2014-654855-Sola,43600
1058,2011-160090-SLPR,45303
1059,2011-159483-SLPR,37358
1060,2011-160655-SLPR,62900
1061,2011-160447-SLPR,38900
1062,2014-661529-Sola,30958.2
1063,2014-655148-Sola,40000
1064,2013-542699-Sola,32232
1065,2011-160539-SLPR,52480
1066,2010-147801-SLPR,10120
1067,2011-160091-SLPR,58500
1068,2014-649258-Sola,50000
1069,2014-646749-Sola,42299
1070,4030-20568,41615
1071,2011-390944-SLPR,23756.25
1072,4040-19700,368049.2
1073,2011-159765-SLPR,71300
1074,2013-536497-Sola,52479
1075,2010-145419-SLPR,27850
1076,2011-390718-SLPR,285000
1077,2013-633947-Sola,37042
1078,2011-158952-SLPR,73277
1079,2014-655215-Sola,20420
1080,2014-660741-Sola,42840
1081,2013-530354-Sola,32062
1082,2012-519447-Sola,41760
1083,2011-159199-SLPR,59130
1084,2014-649074-Sola,27216
1085,4033-40023,42542.75
1086,2014-664133-Sola,17500
1087,2013-546740-Sola,12250
1088,2011-160558-SLPR,44100
1089,2011-159364-SLPR,71124
1090,2011-447938-Sola,46541
1091,2011-157655-SLPR,17843
1092,2013-625388-Sola,67375
1093,2014-655907-Sola,38160
1094,2014-666152-Sola,40950
1095,2013-631029-Sola,36627
1096,2013-538190-Sola,54000
1097,2013-536383-Sola,61534
1098,2014-655742-Sola,34020
1099,2013-537973-Sola,18000
1100,2013-625390-Sola,37975
1101,2012-490671-Sola,46439
1102,4011-019,38743
1103,2013-533876-Sola,18400
1104,2013-625328-Sola,32232
1105,2011-160672-SLPR,57140
1106,2011-157836-SLPR,29503
1107,4096-007,45469
1108,4025-23422,80134
1109,2010-147665-SLPR,59695
1110,2011-160844-SLPR,48121
1111,2011-188607-SLPR,
1112,2011-158254-SLPR,52800
1113,2011-159529-SLPR,21493.7
1114,2013-538580-Sola,34300
1115,2014-658897-Sola,44178
1116,2013-608160-Sola,43443
1117,2011-156801-SLPR,44100
1118,2014-638451-Sola,64500
1119,2011-158011-SLPR,77500
1120,2013-533634-Sola,53200
1121,2011-156276-SLPR,30240
1122,2013-539911-Sola,27025
1123,2014-648995-Sola,25000
1124,2011-158442-SLPR,
1125,2014-659180-Sola,38823
1126,2011-159861-SLPR,35100
1127,2014-640218-Sola,30324
1128,2014-664007-Sola,27090
1129,2013-583731-Sola,582635
1130,2014-655143-Sola,62920
1131,2013-542222-Sola,18375
1132,2013-542523-Sola,33762.5
1133,2011-150409-SLPR,38445
1134,2014-646546-Sola,17500
1135,2014-643503-Sola,30630
1136,4022-41987,29997
1137,2011-158593-SLPR,47150
1138,2014-655752-Sola,27908
1139,2014-663328-Sola,40218.75
1140,2012-488466-Sola,52736
1141,2011-159733-SLPR,29190
1142,2011-159217-SLPR,60500
1143,2014-645639-Sola,43062
1144,2013-536972-Sola,24990
1145,2013-530927-Sola,55080.4
1146,2014-653966-Sola,26250
1147,2014-659151-Sola,48195
1148,2011-156962-SLPR,15000
1149,2014-647973-Sola,38610
1150,2011-158184-SLPR,68040
1151,2012-448280-SLPR,32500
1152,2014-663518-Sola,30791
1153,2013-536229-Sola,49813
1154,2013-530311-Sola,20341
1155,2014-655986-Sola,60243
1156,2011-441555-Sola,38183
1157,2011-346675-SLPR,21615.04
1158,2013-535698-Sola,12495
1159,2011-158576-SLPR,53294
1160,2013-539573-Sola,47800
1161,2013-520620-Sola,51700
1162,4054-022,27216
1163,2013-539838-Sola,40425
1164,2011-432859-Sola,38880
1165,2013-538349-Sola,51139
1166,2011-157842-SLPR,37000
1167,2011-158913-SLPR,53533
1168,2010-147425-SLPR,57478
1169,2012-469589-Sola,27924
1170,2011-160051-SLPR,26500
1171,2014-674023-Sola,38000
1172,2011-156906-SLPR,52970
1173,2013-528329-Sola,41677
1174,2014-641656-Sola,60635
1175,4061-22583,199985
1176,4006-42913,11510
1177,2011-160953-SLPR,46654
1178,2014-645769-Sola,22324
1179,2014-649626-Sola,18252
1180,4006-26890,94766
1181,2014-666222-Sola,57375
1182,2013-531845-Sola,44958
1183,2013-536204-Sola,36627
1184,2011-160240-SLPR,40656
1185,2014-664226-Sola,40162
1186,2011-390636-SLPR,51060
1187,2011-161189-SLPR,60777
1188,4003-24049,20340
1189,2014-648193-Sola,26254
1190,4061-030,68391
1191,2011-156295-SLPR,46600
1192,2014-666207-Sola,29452
1193,2014-636973-Sola,27836
1194,4003-22649,40300
1195,4033-47474,16523.6
1196,4011-27908,34184
1197,2011-157056-SLPR,54020
1198,2013-530237-Sola,32031
1199,2013-631084-Sola,21348
1200,2011-160140-SLPR,65000
1201,2011-191179-SLPR,42154
1202,2012-488188-Sola,38096
1203,2014-655455-Sola,39907
1204,2011-356340-SLPR,3255
1205,2013-539965-Sola,25725
1206,2012-470073-Sola,36288
1207,2011-158625-SLPR,63504
1208,2011-432930-Sola,36631
1209,2011-158807-SLPR,63650
1210,4033-51195,32821.8
1211,2013-534083-Sola,54912
1212,2011-158226-SLPR,48901
1213,2014-658818-Sola,54888
1214,2011-156941-SLPR,53950
1215,2011-150387-SLPR,55267.2
1216,2011-160607-SLPR,33250
1217,2014-654749-Sola,123981
1218,2014-665917-Sola,10710
1219,2012-468330-Sola,55180
1220,2011-157919-SLPR,28230
1221,4086-032,122896
1222,2013-629156-Sola,21240
1223,2011-159631-SLPR,56840
1224,2011-158000-SLPR,3000
1225,2014-659005-Sola,48195
1226,2011-160291-SLPR,33000
1227,2011-157799-SLPR,40000
1228,2014-639921-Sola,27500
1229,2013-535970-Sola,26371
1230,2011-158604-SLPR,57540
1231,2013-539115-Sola,19992
1232,4011-26979,55006
1233,2014-661008-Sola,43725
1234,2014-655014-Sola,48750
1235,2012-504828-Sola,34835
1236,2011-159825-SLPR,44685
1237,2011-157686-SLPR,39423
1238,2011-157074-SLPR,66650
1239,2014-665954-Sola,22400
1240,2011-159468-SLPR,
1241,2013-534469-Sola,29025
1242,4061-007,42981
1243,2011-432928-Sola,33514.2
1244,2011-160995-SLPR,46200
1245,2011-150695-SLPR,49334
1246,2011-156406-SLPR,68915.1
1247,2013-528856-Sola,40644
1248,2011-159898-SLPR,40235
1249,2014-654652-Sola,72930
1250,2013-530479-Sola,40007
1251,2013-539988-Sola,34481
1252,2011-160892-SLPR,39000
1253,2011-415202-SLPR,176684
1254,2011-159991-SLPR,38209
1255,2014-641694-Sola,31758
1256,2013-533056-Sola,51408
1257,2011-157526-SLPR,73000
1258,2011-158749-SLPR,45392
1259,2013-531174-Sola,50289
1260,2013-533571-Sola,53000
1261,2014-651582-Sola,30630
1262,2014-660395-Sola,13040
1263,2014-648068-Sola,45000
1264,4028-20470,65370.75
1265,2014-663600-Sola,77219
1266,2011-159176-SLPR,
1267,2013-538187-Sola,34593.5
1268,2011-156476-SLPR,41000
1269,4033-45902,31120
1270,2013-536151-Sola,42483
1271,2011-159705-SLPR,40000
1272,2014-645522-Sola,29172
1273,2013-624620-Sola,21000
1274,2014-666185-Sola,29655
1275,2012-471276-Sola,25806
1276,2012-519414-Sola,36525
1277,2014-646207-Sola,37923
1278,2014-664255-Sola,32517
1279,2011-434408-Sola,47250
1280,2012-490501-Sola,24480
1281,2011-156670-SLPR,53000
1282,2012-469599-Sola,53764
1283,2013-520496-Sola,30141
1284,4033-22450,22093.88
1285,2013-555467-Sola,144601.4
1286,2011-157960-SLPR,51800
1287,2013-537257-Sola,38092
1288,2012-464913-Sola,56468
1289,4001-23983,25187.37
1290,2011-159085-SLPR,82935
1291,2010-146404-SLPR,25895
1292,2013-625331-Sola,35162
1293,2014-655895-Sola,40765
1294,2013-531565-Sola,14688
1295,2013-538471-Sola,37345
1296,2014-663909-Sola,43400
1297,2011-161180-SLPR,33600
1298,4061-084,36645
1299,2011-160010-SLPR,67264
1300,2013-532054-Sola,29447.8
1301,2011-158064-SLPR,81002
1302,2013-539088-Sola,70324
1303,2014-649329-Sola,21200
1304,2014-638508-Sola,20420
1305,2014-640234-Sola,11776
1306,2010-147763-SLPR,55200
1307,4108-004,88000
1308,4015-004,235750
1309,4011-71691-GJ,37000
1310,4054-27181,29928
1311,2011-157093-SLPR,65000
1312,2010-145448-SLPR,59000
1313,2014-638368-Sola,27361.5
1314,2013-538416-Sola,42500
1315,2014-655660-Sola,33750
1316,4042-24897,119360
1317,2011-158191-SLPR,43178
1318,2014-654692-Sola,21250
1319,2014-661097-Sola,31514
1320,4011-75481,45155
1321,2014-662838-Sola,34940
1322,2011-414500-Sola,21413
1323,2013-531952-Sola,31671
1324,2013-537361-Sola,28000
1325,2011-157318-SLPR,18000
1326,2014-662928-Sola,25436
1327,2011-156892-SLPR,23625
1328,2011-156439-SLPR,33039
1329,2014-663070-Sola,27058
1330,2011-160393-SLPR,100000
1331,2011-160166-SLPR,65313
1332,4006-98787,22950
1333,2011-436012-Sola,29172.06
1334,2011-158489-SLPR,51072
1335,2013-530257-Sola,26832
1336,2011-378726-SLPR,51850
1337,2011-157233-SLPR,32000
1338,2014-648966-Sola,12000
1339,2013-608166-Sola,38092
1340,4006-024,38070
1341,2014-642136-Sola,17172
1342,4030-22475,288053
1343,2013-534613-Sola,22963.2
1344,2014-640678-Sola,48332
1345,2012-456435-Sola,35251
1346,2014-645359-Sola,33787
1347,2011-150226-SLPR,29993
1348,2012-487840-Sola,42703.5
1349,4006-76187,28329
1350,2011-159659-SLPR,70193
1351,2014-644812-Sola,37923
1352,2011-158741-SLPR,38337.3
1353,2014-655135-Sola,37923
1354,2013-539620-Sola,30000
1355,2013-535920-Sola,35163
1356,2011-414009-SLPR,33744
1357,2011-156312-SLPR,26750
1358,4001-38211,18518.7
1359,2013-536676-Sola,19992
1360,2014-649030-Sola,37050
1361,2011-159771-SLPR,40950
1362,2014-644544-Sola,17600
1363,4101-94409,22277
1364,2014-661583-Sola,36146
1365,2013-538166-Sola,25587.5
1366,2014-640298-Sola,30005
1367,2014-663714-Sola,32003
1368,2010-145523-SLPR,750000
1369,2011-156707-SLPR,22000
1370,2010-147077-SLPR,52081
1371,2014-658970-Sola,40162
1372,2013-533349-Sola,16600
1373,2011-159730-SLPR,71872
1374,2013-625386-Sola,29400
1375,2014-640193-Sola,32890
1376,2011-156855-SLPR,31000
1377,2014-658839-Sola,47500
1378,2013-538053-Sola,26400
1379,2012-490863-Sola,49265.86
1380,2011-160589-SLPR,65350
1381,2014-660830-Sola,53550
1382,2014-653665-Sola,16965
1383,2014-666036-Sola,35194
1384,2013-534276-Sola,27268.8
1385,2011-157668-SLPR,43587
1386,2011-159447-SLPR,41860
1387,4033-52410,43777.5
1388,2011-156389-SLPR,19810
1389,2010-145544-SLPR,38341
1390,2013-625071-Sola,69333.33
1391,2012-502772-Sola,28469
1392,4061-023,55870
1393,2014-649172-Sola,17500
1394,2011-382672-SLPR,47886
1395,4030-21068,73592
1396,2011-160308-SLPR,36984
1397,4022-011,278766.9
1398,2011-158309-SLPR,47384
1399,2014-648911-Sola,27500
1400,4089-24937,254312
1401,2013-533286-Sola,39895
1402,2014-648304-Sola,52500
1403,2014-661429-Sola,56227
1404,4030-20465,185838
1405,2014-649410-Sola,15471
1406,2013-529200-Sola,39008
1407,2011-161064-SLPR,29328
1408,2011-159611-SLPR,23700
1409,2014-640666-Sola,42000
1410,2011-160069-SLPR,31100
1411,2011-158475-SLPR,71800
1412,2013-624666-Sola,40425
1413,2011-159749-SLPR,
1414,2011-440614-Sola,43370
1415,4061-22992,52498.7
1416,4089-013,67917
1417,2013-527039-Sola,23058
1418,2011-156584-SLPR,42505.1
1419,4033-44423,25761.52
1420,2012-470710-Sola,34763
1421,2013-532150-Sola,23184
1422,2011-159971-SLPR,160000
1423,2011-158930-SLPR,59256
1424,4033-44232,111127.5
1425,2013-538342-Sola,50000
1426,2014-660558-Sola,40800
1427,2014-660796-Sola,41501
1428,2011-159270-SLPR,56483
1429,2011-160075-SLPR,38640
1430,4061-25410,35598.25
1431,2013-635275-Sola,44222
1432,2011-160718-SLPR,44050
1433,4006-43366,49831
1434,2011-158068-SLPR,32117
1435,2011-441509-Sola,46500
1436,2012-479426-Sola,45000
1437,2012-505058-Sola,44966
1438,2013-533540-Sola,30126
1439,2014-655364-Sola,45000
1440,2013-532137-Sola,46722
1441,4003-035,50630
1442,2011-160223-SLPR,31404
1443,4054-22963,32760
1444,2011-158573-SLPR,77144
1445,4054-19818,38052
1446,2011-160511-SLPR,25500
1447,2011-157911-SLPR,50090
1448,2011-158642-SLPR,221900
1449,2011-156922-SLPR,35300
1450,2012-456228-Sola,58157
1451,2014-638551-Sola,26254
1452,4061-012,70000
1453,2013-538682-Sola,40904
1454,4018-27887,53500
1455,2013-625370-Sola,44079
1456,4006-041,153000
1457,2011-156739-SLPR,49980
1458,4006-42593,44064
1459,2014-645754-Sola,43758
1460,2013-536842-Sola,60069
1461,2011-158979-SLPR,47613
1462,2011-160415-SLPR,66000
1463,2012-505456-Sola,35866.2
1464,2011-158712-SLPR,40597
1465,2014-663105-Sola,48195
1466,2012-457112-SLPR,16100
1467,2011-157726-SLPR,36550
1468,2014-645268-Sola,24796
1469,2013-539710-Sola,23275
1470,2014-664189-Sola,67657
1471,2011-159921-SLPR,52800
1472,2014-646439-Sola,42500
1473,2014-659070-Sola,14726
1474,4011-41583-GJ,38100
1475,2010-144842-SLPR,50000
1476,2014-652434-Sola,40840
1477,4011-19649,460100
1478,2014-661079-Sola,15120
1479,2011-159286-SLPR,71309
1480,2011-188120-SLPR,69498
1481,2012-476884-Sola,12870
1482,4061-017,43281
1483,2011-158326-SLPR,46627.5
1484,2014-651847-Sola,36250
1485,4015-010,207600
1486,4030-24586,77276
1487,2011-157140-SLPR,30200
1488,2014-655302-Sola,31460
1489,2013-533606-Sola,38750
1490,2014-660687-Sola,40162
1491,2011-157446-SLPR,29721
1492,2011-432312-Sola,22680
1493,2014-649561-Sola,40840
1494,2014-664429-Sola,35000
1495,4056-008-1,71978
1496,2013-542597-Sola,18375
1497,2012-457646-Sola,41219
1498,2011-159625-SLPR,92500
1499,2014-663394-Sola,88357
1500,2011-161104-SLPR,43449
1501,2011-160633-SLPR,35735
1502,2011-156261-SLPR,14900
1503,2011-157207-SLPR,72500
1504,2014-663308-Sola,47520
1505,2014-661144-Sola,44000
1506,2013-531946-Sola,48048
1507,2011-160924-SLPR,63750
1508,2013-536246-Sola,30192
1509,2013-520534-Sola,47450
1510,2011-150401-SLPR,71702.5
1511,2014-664415-Sola,52401
1512,2014-662219-Sola,35997
1513,2013-624539-Sola,27836
1514,4022-29825,35817.6
1515,2014-661307-Sola,39464
1516,2013-532004-Sola,40070
1517,2013-542868-Sola,29903
1518,2014-649695-Sola,83140
1519,4061-054,64551
1520,4005-021,58239
1521,2011-158035-SLPR,31808
1522,2011-156326-SLPR,43000
1523,2014-645248-Sola,25308.75
1524,2011-159933-SLPR,36500
1525,2014-659114-Sola,32130
1526,2010-147226-SLPR,58100
1527,2010-144757-SLPR,48499
1528,2013-530186-Sola,41437
1529,2012-470751-Sola,53422
1530,4006-61191,218316
1531,2013-537334-Sola,62016
1532,2011-436441-Sola,21291.11
1533,2013-533990-Sola,24398.4
1534,2013-538789-Sola,23575
1535,2014-658788-Sola,21420
1536,2011-366174-SLPR,59991
1537,2013-534639-Sola,62567
1538,2011-156539-SLPR,25920
1539,2011-156373-SLPR,5560
1540,2011-346652-SLPR,67172
1541,2011-159423-SLPR,38919
1542,2013-632939-Sola,42446
1543,2014-664688-Sola,25200
1544,2011-160236-SLPR,45687.1
1545,2011-156649-SLPR,69185
1546,2014-640002-Sola,24796
1547,4005-013,36468
1548,4011-006,23958
1549,2012-457092-SLPR,55610
1550,2013-635592-Sola,23000
1551,2014-655115-Sola,33750
1552,2013-529292-Sola,39952
1553,4030-095,49570
1554,2012-487111-Sola,45281
1555,2013-636728-Sola,25220
1556,2010-145929-SLPR,31226
1557,2014-646647-Sola,46250
1558,2013-539241-Sola,24906
1559,2012-476868-Sola,56468
1560,2011-157492-SLPR,62000
1561,2014-646281-Sola,20420
1562,2013-537321-Sola,37482
1563,2011-159699-SLPR,55973
1564,2011-158024-SLPR,52945.8
1565,2013-534651-Sola,34075
1566,2013-532110-Sola,49098
1567,4001-90728,40597.2
1568,2011-157937-SLPR,44690
1569,2011-160455-SLPR,45360
1570,2014-646630-Sola,18392.68
1571,2014-636872-Sola,18943.95
1572,4033-22092,26822.3
1573,2011-382716-SLPR,54271
1574,2011-160691-SLPR,91000
1575,2011-157544-SLPR,74000
1576,2013-535575-Sola,62900
1577,2014-661224-Sola,56227
1578,2011-160181-SLPR,35420
1579,2012-475199-Sola,39960
1580,2012-470394-Sola,46686
1581,2012-478828-Sola,68150
1582,2011-157538-SLPR,32680
1583,2011-157921-SLPR,35904
1584,2011-425435-Sola,49789
1585,2012-470910-Sola,42098
1586,2013-542126-Sola,67375
1587,2013-625307-Sola,32438
1588,2014-663187-Sola,36142
1589,4030-081,66676
1590,4006-48498,33092
1591,2013-583814-Sola,27226
1592,2013-539340-Sola,51672
1593,2011-159152-SLPR,70611
1594,2014-664580-Sola,19600
1595,2014-655762-Sola,42840
1596,2011-413636-SLPR,49424
1597,2014-674018-Sola,29834
1598,2012-476114-Sola,129537
1599,4033-26862,143797.37
1600,2013-538773-Sola,41000
1601,2011-157099-SLPR,
1602,2011-157475-SLPR,24550
1603,2014-644959-Sola,71471
1604,2013-535734-Sola,17984
1605,2011-157131-SLPR,42150
1606,2014-665407-Sola,25436
1607,2011-159665-SLPR,66950
1608,2011-159882-SLPR,49548
1609,2011-448222-SLPR,29822.4
1610,2011-160817-SLPR,75500
1611,2014-662754-Sola,16250
1612,2014-646244-Sola,42299
1613,4042-003,22800
1614,2010-146047-SLPR,22425
1615,2013-585621-Sola,40985
1616,2014-663654-Sola,14726
1617,2014-665901-Sola,36146
1618,2011-160396-SLPR,42770
1619,2014-640406-Sola,60000
1620,2011-158114-SLPR,64448
1621,4025-70423,68800
1622,2014-653841-Sola,33163
1623,2013-538856-Sola,36750
1624,4005-028,19125
1625,2014-640090-Sola,39382
1626,2013-538160-Sola,35802
1627,2011-159488-SLPR,78000
1628,2011-160562-SLPR,69356.3
1629,2011-160711-SLPR,36096
