Project Cost,Contractor,Project Status
40832,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
47250,SUNPOWER REBATE PROGRAM,Complete
362176,ENERGY SYSTEMS & INSTALLATION,Complete
57960,,Complete
38750.4,VIVINT SOLAR,Complete
25535.6,"AMERICAN SOLAR PARTNERS, LLC",Complete
21674,WESCO DISTRIBUTION INC,Complete
34450,,Complete
167232,SUN ENERGY INC,Complete
88120,Hudson Valley Clean Energy,Complete
40162,VIVINT SOLAR,Complete
26950,SOLARCITY CORPORATION,Complete
26900,,Complete
34008,ALLIED BUILDING PRODUCT CORP,Complete
38390,SUNPOWER REBATE PROGRAM,Complete
88500,CLEAN ENERGY GROUP,Complete
30412,UR SOLAR POWER LLC,Complete
28435,SUNWIZE TECHNOLOGIES,Complete
22114.1,,Complete
72270,,Complete
58585,,Complete
35842,SUNPOWER REBATE PROGRAM,Complete
27470,"Alteris RPS, LLC",Complete
298247,AeonSolar,Complete
23800,"solar Intergrated fund II, llc",Complete
21772.8,NRG Residential Solar Solutions,Complete
24097,VIVINT SOLAR,Complete
42215,SUNWIZE TECHNOLOGIES,Complete
51750,,Complete
66780,,Complete
11586,,Complete
68875,,Complete
32706,"Earthsponse, LLC",Complete
46000,SUNWIZE TECHNOLOGIES,Complete
56227,VIVINT SOLAR,Complete
162098,,Complete
24660,SUNSTREAM USA,Complete
40919.55,"Renovus Energy, Inc",Complete
46856,VIVINT SOLAR,Complete
14700,,Complete
42860,EMPOWER CES LLC,Complete
48320,INNOVATED ENERGY SOLUTIONS,Complete
43956,MERCURY SOLAR SYSTEMS,Complete
12124,"Finger Lakes Renewable Energy, LLC",Complete
47317,SUNPOWER REBATE PROGRAM,Complete
36850,,Complete
42487,VIVINT SOLAR,Complete
24500,YOU SAVE GREEN INC,Complete
29400,SOLARCITY CORPORATION,Complete
17581,VIVINT SOLAR,Complete
28050,SUNWIZE TECHNOLOGIES,Complete
49986,SUNPOWER REBATE PROGRAM,Complete
33000,"Damiani and Sun, Inc.",Complete
67815,,Complete
27117,,Complete
45474,VIVINT SOLAR,Complete
26775,VIVINT SOLAR,Complete
41370,SUNPOWER CAPITAL LLC,Complete
54660,SUNPOWER REBATE PROGRAM,Complete
35000,,Complete
33904.65,ALLIED BUILDING PRODUCT CORP,Complete
23400,"ETM Solar Works, Inc.",Complete
85342,Hudson Valley Clean Energy,Complete
71945,Hudson Valley Clean Energy,Complete
45000,SOLAR ENERGY WORLD,Complete
23337,VIVINT SOLAR,Complete
17640,VERENGO SOLAR,Complete
47410,Triangle Electrical Systems,Complete
29440,GREENWATT,Complete
72292,VIVINT SOLAR,Complete
361250,ONFORCE SOLAR INC.,Complete
39375,EASTERN ENERGY SYSTEMS INC,Complete
28140,NRG Residential Solar Solutions,Complete
22000,"SUNRUN, INC",Complete
32130,VIVINT SOLAR,Complete
32500,SUNPOWER REBATE PROGRAM,Complete
37923,VIVINT SOLAR,Complete
32250,,Complete
48400,SUNSTREAM USA,Complete
43061,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
216183.98,Mercury Solar,Complete
45126,"ETM Solar Works, Inc.",Complete
26730,NRG Residential Solar Solutions,Complete
25881.8,,Complete
266250,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
21208.75,JOSEPH MILILLO,Complete
18432,"SUNRUN, INC",Complete
41688,,Complete
157775,SOLAR ENERGY IS POWER INC,Complete
47615,SUNSTREAM USA,Complete
32000,TRINITY SOLAR,Complete
16850,"Earthsponse, LLC",Complete
29390,,Complete
59424,SUNPOWER REBATE PROGRAM,Complete
199080,ONTILITY LLC,Complete
48831,SUNPOWER CAPITAL LLC,Complete
42000,HARVEST POWER,Complete
41660,,Complete
32900,"SUNRUN, INC",Complete
103860.61,"altPower, Inc.",Complete
25447,,Complete
36940,,Complete
37485,VIVINT SOLAR,Complete
42294,INNOVATED ENERGY SOLUTIONS,Complete
48133,VIVINT SOLAR,Complete
55610,,Complete
37432,SUNPOWER REBATE PROGRAM,Complete
54320,Sun Mountain,Complete
42981,Hudson Valley Clean Energy,Complete
55426,VIVINT SOLAR,Complete
19200,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
69615,VIVINT SOLAR,Complete
73500,"Solar Max, Inc",Complete
28113,VIVINT SOLAR,Complete
27383.12,FJC,Complete
39154,SUNRISE ENERGY CONCEPTS INC,Complete
37991,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
55000,,Complete
63197,,Complete
31000,SUNPOWER REBATE PROGRAM,Complete
37800,,Complete
21812.5,,Complete
26082,SUNPOWER REBATE PROGRAM,Complete
55930,,Complete
211500,EASTERN ENERGY SYSTEMS INC,Complete
25020,,Complete
,,Complete
37632,,Complete
47481,Solar House 1 LLC,Complete
27500,GS DIRECT LLC,Complete
66500,,Complete
36773.75,"Renovus Energy, Inc",Complete
61261,VIVINT SOLAR,Complete
29452,VIVINT SOLAR,Complete
23441,VIVINT SOLAR,Complete
47630,SUNSTREAM USA,Complete
58313,GREENLOGIC LLC,Complete
19506.51,FJC,Complete
28000,TRINITY SOLAR,Complete
67620,,Complete
40162,VIVINT SOLAR,Complete
32675,SUNPOWER REBATE PROGRAM,Complete
38924,"Finger Lakes Renewable Energy, LLC",Complete
52016,SUNSTREAM USA,Complete
72880,,Complete
33090,NRG Residential Solar Solutions,Complete
76890,"Solar Energy Systems, LLC",Complete
31000,EMPIRE CLEAN ENERGY SUPPLY,Complete
20910,,Complete
60680,,Complete
40425,"SolarHouse 1, LLC",Complete
13231,EMPIRE CLEAN ENERGY SUPPLY,Complete
36146,VIVINT SOLAR,Complete
33120,"ETM Solar Works, Inc.",Complete
28512,,Complete
36146,VIVINT SOLAR,Complete
53709.6,SUNPOWER REBATE PROGRAM,Complete
4200,SUNRISE ENERGY CONCEPTS INC,Complete
24208.4,,Complete
43000,SUNPOWER REBATE PROGRAM,Complete
82285,,Complete
65751,"Alteris RPS, LLC",Complete
40569.4,,Complete
61695,SUNPOWER REBATE PROGRAM,Complete
49200,,Complete
33468,VIVINT SOLAR,Complete
29174,"Renovus Energy, Inc",Complete
28750,LEVEL SOLAR,Complete
178800,,Complete
27836,VIVINT SOLAR,Complete
35000,PAFCO INVESTMENTS LLC,Complete
34830,,Complete
44500,SUNPOWER REBATE PROGRAM,Complete
22927.25,,Complete
18950,"Renovus Energy, Inc",Complete
22736,,Complete
51648,EMPOWER CES LLC,Complete
36400,"MOUND SOLAR OWNER V, LLC",Complete
66920,,Complete
27027,,Complete
28728,"GO SOLAR GRID TIE SYSTEMS, INC.",Complete
36000,NEW YORK SOLAR SOLUTIONS,Complete
73080,DIVISION 7 INC.,Complete
38705,Hudson Valley Clean Energy,Complete
8400,,Complete
50810,SUNPOWER REBATE PROGRAM,Complete
27250,,Complete
22737,GREENLOGIC LLC,Complete
26430,"Finger Lakes Renewable Energy, LLC",Complete
20000,,Complete
176713,EMPOWER CES LLC,Complete
26356,GREENLOGIC LLC,Complete
102384,AeonSolar,Complete
132499,ISI Solar,Complete
167750,NATIONAL GRID ENERGY MANAGEMENT LLC,Complete
16125,"SUNRUN, INC",Complete
55068.3,,Complete
14070,"SUNRUN, INC",Complete
48450,,Complete
34300,GS DIRECT LLC,Complete
39690,SUNWIZE TECHNOLOGIES,Complete
82000,,Complete
50096,,Complete
29465,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
23562,"SEQUOIA PACIFIC SOLAR, LLC",Complete
23400,PALK ELECTRIC CONTRACTING INC,Complete
61261,VIVINT SOLAR,Complete
47300,HARVEST POWER,Complete
62968,EMPOWER CES LLC,Complete
23030,EASTERN ENERGY SYSTEMS INC,Complete
28113,VIVINT SOLAR,Complete
32022,VIVINT SOLAR,Complete
35199,,Complete
65637,VIVINT SOLAR,Complete
25535,,Complete
28000,TRINITY SOLAR,Complete
29590,"Earthsponse, LLC",Complete
44734,SUNPOWER REBATE PROGRAM,Complete
45517,VIVINT SOLAR,Complete
27875,SUNPOWER REBATE PROGRAM,Complete
45216,VIVINT SOLAR,Complete
21528,VIVINT SOLAR,Complete
34051.12,"Sunnyside Solar, Inc.",Complete
28493,COOPER ELECTRIC,Complete
28750,SOLARCITY CORPORATION,Complete
19860,Sungevity,Complete
26520,MERCURY SOLAR SYSTEMS,Complete
70896,,Complete
8289.8,,Complete
73587.5,,Complete
58000,"ETM Solar Works, Inc.",Complete
71685,SUNPOWER REBATE PROGRAM,Complete
36075,,Complete
58654,ENERGY BY CHOICE LTD,Complete
41085,WESCO DISTRIBUTION INC,Complete
23750,"VISIGOTH SOLAR 1, LLC",Complete
37975,Solar House 1 LLC,Complete
20420,VIVINT SOLAR,Complete
37536,SUNPOWER REBATE PROGRAM,Complete
44178,VIVINT SOLAR,Complete
54851,SUNPOWER CAPITAL LLC,Complete
47625,SUNPOWER REBATE PROGRAM,Complete
53251,LONG ISLAND POWER SOLUTIONS,Complete
5550,VIVINT SOLAR,Complete
40832,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
36146,VIVINT SOLAR,Complete
42299,VIVINT SOLAR,Complete
43758,VIVINT SOLAR,Complete
28750,SOLARCITY CORPORATION,Complete
55000,SOLARCITY CORPORATION,Complete
50000,EMPOWER CES LLC,Complete
72285,SUNPOWER REBATE PROGRAM,Complete
35199,,Complete
28883,Triangle Electrical Systems,Complete
33468,VIVINT SOLAR,Complete
49956,SUNPOWER REBATE PROGRAM,Complete
25000,SOLARCITY CORPORATION,Complete
40840,VIVINT SOLAR,Complete
23887,,Complete
33810,SUNWIZE TECHNOLOGIES,Complete
39663,,Complete
81635,GREENLOGIC LLC,Complete
85371,Quad State Solar,Complete
60797.52,T-KAR Smart Energy Systems Electric and Construction Inc.,Complete
40500,SAVE ON SOLAR LLC,Complete
52832,SUNPOWER REBATE PROGRAM,Complete
25704,SUNWIZE TECHNOLOGIES,Complete
68803,,Complete
45960,SUNPOWER CAPITAL LLC,Complete
48824,ASTRUM SOLAR INC,Complete
33675,"Renovus Energy, Inc",Complete
32500,Mound Solar Owner VIII LLC,Complete
51800,"CASTELLO SOLAR I, LLC",Complete
58500,,Complete
27720,TRINITY SOLAR,Complete
35000,ZERO ENERGY HOMES LLC,Complete
55125,"SolarHouse 1, LLC",Complete
26254,VIVINT SOLAR,Complete
32559,GREENLOGIC LLC,Complete
26775,VIVINT SOLAR,Complete
32512,WESCO DISTRIBUTION INC,Complete
16801,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
9546,,Complete
28450,CONNECTIVITY SERVICES INC,Complete
85000,,Complete
51394,Hudson Valley Clean Energy,Complete
63100,ALTERNATIVE POWER & LIGHT CORP,Complete
30872,"GO SOLAR GRID TIE SYSTEMS, INC.",Complete
36989,,Complete
48133,VIVINT SOLAR,Complete
49190,,Complete
18300,"SUNRUN, INC",Complete
50600,,Complete
40100.2,,Complete
29878,,Complete
36849,WESCO DISTRIBUTION INC,Complete
48485,GORDON L SEAMAN INC,Complete
32618,"ETM Solar Works, Inc.",Complete
55426,VIVINT SOLAR,Complete
34776,"Renovus Energy, Inc",Complete
50875,SUNSTREAM USA,Complete
42765,SUNPOWER REBATE PROGRAM,Complete
60243,VIVINT SOLAR,Complete
35664,SUNPOWER CAPITAL LLC,Complete
37975,SOLARCITY CORPORATION,Complete
34662,SUNPOWER REBATE PROGRAM,Complete
42797,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
29452,VIVINT SOLAR,Complete
30300,,Complete
48100,HARVEST POWER,Complete
20944,,Complete
56252,SUNWIZE TECHNOLOGIES,Complete
221087,"Solar Energy Systems, LLC",Complete
52526,GREENLOGIC LLC,Complete
64000,,Complete
9135,,Complete
26254,VIVINT SOLAR,Complete
69342,,Complete
59319,,Complete
35804,"groSolar (Global Resource Options, Inc.)",Complete
65570,VIVINT SOLAR,Complete
48207.56,BKC ELECTRICAL SERVICES CORP,Complete
44100,DC POWER SYSTEMS,Complete
59793,,Complete
71137.5,,Complete
57946,VIVINT SOLAR,Complete
42044,LONG ISLAND POWER SOLUTIONS,Complete
19914.3,GO SOLAR/GREEN NY LLC,Complete
59940,,Complete
83140,VIVINT SOLAR,Complete
31574,VIVINT SOLAR,Complete
35525,,Complete
23310,"SUNRUN, INC",Complete
28840.5,ALLIED BUILDING PRODUCT CORP,Complete
153345.6,MERCURY SOLAR SYSTEMS,Complete
43443,EMPOWER CES LLC,Complete
47000,ONTILITY LLC,Complete
33547,VIVINT SOLAR,Complete
45173,LONG ISLAND POWER SOLUTIONS,Complete
32582,EMPOWER CES LLC,Complete
67900,,Complete
32000,,Complete
25500,,Complete
26460,"Earthsponse, LLC",Complete
22340,SUNPOWER REBATE PROGRAM,Complete
36000,,Complete
36956.8,,Complete
36650,EASTERN ENERGY SYSTEMS INC,Complete
35217.6,SUNPOWER REBATE PROGRAM,Complete
38386,,Complete
64980,SUNPOWER REBATE PROGRAM,Complete
61000,,Complete
32500,"SolarHouse 1, LLC",Complete
15785,"SUNRUN, INC",Complete
10000,LEVEL SOLAR,Complete
25440,Quixotic Systems LLC,Complete
28113,VIVINT SOLAR,Complete
83446,Triangle Electrical Systems,Complete
48750,"SOLAR INTEGRATED FUND I, LLC",Complete
32722.93,ZERO ENERGY HOMES LLC,Complete
52675,SOLARCITY CORPORATION,Complete
69401,Hudson Valley Clean Energy,Complete
70428,ISI Solar,Complete
48042,,Complete
66000,,Complete
56885,VIVINT SOLAR,Complete
44000,SOLIGENT,Complete
22758,VIVINT SOLAR,Complete
28113,VIVINT SOLAR,Complete
49031,SUNPOWER REBATE PROGRAM,Complete
30200,FJC,Complete
51021,GREENLOGIC LLC,Complete
45050,COOPER ELECTRIC,Complete
27940,SUNPOWER REBATE PROGRAM,Complete
29700,,Complete
22050,"SolarHouse 1, LLC",Complete
28392,,Complete
60000,,Complete
10742.55,EASTERN ENERGY SYSTEMS INC,Complete
36018,SUNPOWER REBATE PROGRAM,Complete
67813,SUNPOWER REBATE PROGRAM,Complete
33216,GREENLOGIC LLC,Complete
21485.1,,Complete
23669.35,THE SUN ENERGY GROUP,Complete
24402,"SUNRUN, INC",Complete
24684,LONG ISLAND POWER SOLUTIONS,Complete
45418,VIVINT SOLAR,Complete
57000,SUNPOWER REBATE PROGRAM,Complete
37953,SUNPOWER REBATE PROGRAM,Complete
23493,,Complete
34807,VIVINT SOLAR,Complete
47372,,Complete
23456,SUNATION SOLAR SYSTEMS INC.,Complete
21935.73,FJC,Complete
234112,SUNPOWER REBATE PROGRAM,Complete
50802.8,,Complete
59641,,Complete
37923,VIVINT SOLAR,Complete
24897.6,"Renovus Energy, Inc",Complete
45866,"Damiani and Sun, Inc.",Complete
36042,SUNPOWER REBATE PROGRAM,Complete
36428,ALLIED BUILDING PRODUCT CORP,Complete
44720,,Complete
64260,VIVINT SOLAR,Complete
11515,SOLAR ENERGY WORLD,Complete
37500,"BLUE SKIES SOLAR,LLC",Complete
23750,"VISIGOTH SOLAR 1, LLC",Complete
53608,,Complete
67500,"MOUND SOLAR OWNER V, LLC",Complete
24900,FJC,Complete
36265,ALLIED BUILDING PRODUCT CORP,Complete
25568,LONG ISLAND POWER SOLUTIONS,Complete
56735,,Complete
22396,"Great Brook Solar NRG, LLC",Complete
21648,WESCO DISTRIBUTION INC,Complete
55330,"ETM Solar Works, Inc.",Complete
68667,,Complete
39237,CLEAN ENERGY SOLUTIONS LLC,Complete
28703.4,KPS SOLAR Inc.,Complete
50400,JOYCE MILILLO,Complete
59448,SUNPOWER REBATE PROGRAM,Complete
41250,SOLARCITY CORPORATION,Complete
9103.3,R & B QUALITY ELECTRIC,Complete
7208,MAJESTIC SON & SONS INC.,Complete
55000,SUNPOWER REBATE PROGRAM,Complete
58559.2,,Complete
17800,"SUNRUN, INC",Complete
33995,WESCO DISTRIBUTION INC,Complete
19132,,Complete
55426,VIVINT SOLAR,Complete
56365,,Complete
53550,VIVINT SOLAR,Complete
23814,EMPIRE CLEAN ENERGY SUPPLY,Complete
20081,VIVINT SOLAR,Complete
34822.28,"Renovus Energy, Inc",Complete
37975,SOLARCITY CORPORATION,Complete
17050,CANTIAGUE ELECTRIC INC,Complete
26100,"ETM Solar Works, Inc.",Complete
57138,VIVINT SOLAR,Complete
49800,,Complete
32208.16,"Great Brook Solar NRG, LLC",Complete
60821.2,SUNPOWER REBATE PROGRAM,Complete
47519,,Complete
13387,VIVINT SOLAR,Complete
42780,,Complete
46513.37,"Akeena Solar, Inc.",Complete
15250,"SUNRUN, INC",Complete
45216,VIVINT SOLAR,Complete
62921,VIVINT SOLAR,Complete
51860,ALTERNATIVE POWER & LIGHT CORP,Complete
21371,,Complete
49813,VIVINT SOLAR,Complete
63648,SOLARCITY CORPORATION,Complete
36270,"SUNRUN, INC",Complete
33750,"solar Intergrated fund II, llc",Complete
50400,DC POWER SYSTEMS,Complete
44550,,Complete
53514,"Alteris RPS, LLC",Complete
54435,AeonSolar,Complete
23620,Hudson Valley Clean Energy,Complete
51142,AeonSolar,Complete
35602.5,HARVEST POWER,Complete
31190,CONERGY US,Complete
36542,,Complete
27489,"BLUE SKIES SOLAR,LLC",Complete
32949,,Complete
63926,GREENLOGIC LLC,Complete
26309,EMPOWER CES LLC,Complete
19380,,Complete
52540,SUNPOWER REBATE PROGRAM,Complete
36436,VIVINT SOLAR,Complete
66467.8,,Complete
29600,ABEST ENERGY POWER,Complete
23528.5,SUNPOWER REBATE PROGRAM,Complete
32762,"Earthsponse, LLC",Complete
34444,VIVINT SOLAR,Complete
46400,"Sunnyside Solar, Inc.",Complete
54992,,Complete
25960,GREENLOGIC LLC,Complete
104880,Sun Mountain,Complete
,,Complete
48240,,Complete
40162,VIVINT SOLAR,Complete
36400,,Complete
,,Complete
35879,WESCO DISTRIBUTION INC,Complete
28405,VIVINT SOLAR,Complete
54070,"groSolar (Global Resource Options, Inc.)",Complete
56666,SUNPOWER REBATE PROGRAM,Complete
44160,,Complete
34807,VIVINT SOLAR,Complete
39313,,Complete
20081,VIVINT SOLAR,Complete
46200,,Complete
72292,VIVINT SOLAR,Complete
27216,"Earthsponse, LLC",Complete
25245,WESCO DISTRIBUTION INC,Complete
14893,,Complete
49536,,Complete
51625,,Complete
28475,"Earthsponse, LLC",Complete
46827,SUNPOWER REBATE PROGRAM,Complete
53928,,Complete
27713,VIVINT SOLAR,Complete
76000,,Complete
40329,WESCO DISTRIBUTION INC,Complete
27624,SUNWIZE TECHNOLOGIES,Complete
40128,JOYCE MILILLO,Complete
22400,,Complete
48925.7,,Complete
64925,"MOUND SOLAR OWNER V, LLC",Complete
29400,"BLUE SKIES SOLAR,LLC",Complete
56000,"CASTELLO SOLAR I, LLC",Complete
26254,SUNPOWER REBATE PROGRAM,Complete
24075,FJC,Complete
44800,Triangle Electrical Systems,Complete
27500,LEVEL SOLAR,Complete
28249,JOYCE MILILLO,Complete
28114,VIVINT SOLAR,Complete
52211,VIVINT SOLAR,Complete
15787,VIVINT SOLAR,Complete
38823,VIVINT SOLAR,Complete
37500,LEVEL SOLAR,Complete
38823,VIVINT SOLAR,Complete
73500,,Complete
52473,"Alteris RPS, LLC",Complete
98000,SUNRISE ELECTRICAL SERVICES,Complete
158000,SOLULAR INC,Complete
37209.4,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
26019,Quixotic Systems LLC,Complete
33858,,Complete
273612,ENERGY SYSTEMS & INSTALLATION,Complete
35178,JOYCE MILILLO,Complete
34920,SUNWIZE TECHNOLOGIES,Complete
87000,"ETM Solar Works, Inc.",Complete
28113,VIVINT SOLAR,Complete
29064,More Contracting & Consulting,Complete
67800,Hudson Valley Clean Energy,Complete
29452,VIVINT SOLAR,Complete
25000,"solar Intergrated fund II, llc",Complete
34110,"Renovus Energy, Inc",Complete
48000,SUNWIZE TECHNOLOGIES,Complete
59775,,Complete
46998,SUNPOWER REBATE PROGRAM,Complete
74388,VIVINT SOLAR,Complete
11475,LEVEL SOLAR,Complete
78960,,Complete
22000,,Complete
44088,,Complete
17388.05,"Renovus Energy, Inc",Complete
34168,SUNPOWER CAPITAL LLC,Complete
27830,UR SOLAR POWER LLC,Complete
23898,,Complete
29581,,Complete
45840,,Complete
25600,NRG Residential Solar Solutions,Complete
38000,WESCO DISTRIBUTION INC,Complete
26342.4,,Complete
26920,FJC,Complete
11602.5,WESCO DISTRIBUTION INC,Complete
47570,AeonSolar,Complete
37810.82,"KILOWATT SYSTEMS, INC",Complete
19475,"SUNRUN, INC",Complete
37975,"SOLAR INTEGRATED FUND I, LLC",Complete
13973,,Complete
17640,ADVANCED ELECTRIC & SOLAR,Complete
50000,SUNPOWER REBATE PROGRAM,Complete
279417.4,Hudson Valley Clean Energy,Complete
62921,VIVINT SOLAR,Complete
42900,,Complete
44960,,Complete
53514,,Complete
36033,"Alteris RPS, LLC",Complete
26254,VIVINT SOLAR,Complete
27582,SUNPOWER REBATE PROGRAM,Complete
41832,LONG ISLAND POWER SOLUTIONS,Complete
59245,,Complete
32130,VIVINT SOLAR,Complete
22316,NEW YORK SOLAR SOLUTIONS,Complete
23040,RES SYSTEMS INC.,Complete
29176,,Complete
11620,"ETM Solar Works, Inc.",Complete
50701,SUNPOWER REBATE PROGRAM,Complete
56227,VIVINT SOLAR,Complete
21600,,Complete
19950,NRG Residential Solar Solutions,Complete
84925,,Complete
50000,ENERGY CONTRACTING PROFESSIONAL SERVICES,Complete
71600,,Complete
17503,VIVINT SOLAR,Complete
58984,,Complete
42556,SUNPOWER REBATE PROGRAM,Complete
42299,VIVINT SOLAR,Complete
22713,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
80640,,Complete
32973,"Alteris RPS, LLC",Complete
,,Complete
40162,VIVINT SOLAR,Complete
23550,COOPER ELECTRIC,Complete
29346.74,MERCURY SOLAR SYSTEMS,Complete
52524,"Finger Lakes Renewable Energy, LLC",Complete
30515,,Complete
64000,,Complete
40913,ALTERIS RENEWABLES,Complete
18050.4,"ETM Solar Works, Inc.",Complete
55000,,Complete
11632.5,ABSOLUTE CONTROL,Complete
30774,"Earthsponse, LLC",Complete
27600,EMPOWER CES LLC,Complete
15272,SUNWIZE TECHNOLOGIES,Complete
27500,"SUNRUN, INC",Complete
24861,WESCO DISTRIBUTION INC,Complete
61419,EMPIRE CLEAN ENERGY SUPPLY,Complete
55426,VIVINT SOLAR,Complete
32130,VIVINT SOLAR,Complete
68725,Hudson Valley Clean Energy,Complete
30369.6,Hudson Valley Clean Energy,Complete
33556,SUNATION SOLAR SYSTEMS INC.,Complete
76375,,Complete
29680,INNOVATED ENERGY SOLUTIONS,Complete
60673,,Complete
52950,Triangle Electrical Systems,Complete
32089,VIVINT SOLAR,Complete
36146,VIVINT SOLAR,Complete
53800,,Complete
298503,GREENLOGIC LLC,Complete
27199,EMPIRE CLEAN ENERGY SUPPLY,Complete
27106,MERCURY SOLAR SYSTEMS,Complete
43994,SUNPOWER REBATE PROGRAM,Complete
31800,,Complete
25650,NRG Residential Solar Solutions,Complete
33228,,Complete
18088.4,CLEAN ENERGY SOLUTIONS LLC,Complete
16065,VIVINT SOLAR,Complete
34807,VIVINT SOLAR,Complete
46899,SUNPOWER REBATE PROGRAM,Complete
54934,SUNPOWER REBATE PROGRAM,Complete
32089,VIVINT SOLAR,Complete
23337,VIVINT SOLAR,Complete
21420,VIVINT SOLAR,Complete
58500,SUNPOWER REBATE PROGRAM,Complete
60275,,Complete
57566,VIVINT SOLAR,Complete
38191,SUNPOWER REBATE PROGRAM,Complete
25960,GREENLOGIC LLC,Complete
35989,LONG ISLAND POWER SOLUTIONS,Complete
16485,,Complete
46832,,Complete
34776,"Renovus Energy, Inc",Complete
33468,VIVINT SOLAR,Complete
21585,"SUNRUN, INC",Complete
46000,SUNPOWER REBATE PROGRAM,Complete
32396,JOYCE MILILLO,Complete
48195,VIVINT SOLAR,Complete
66861,,Complete
42299,VIVINT SOLAR,Complete
27692,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
36450,Mercury Solar,Complete
