Project Number,$Incentive
2011-157680-SLPR,15750
2011-195538-SLPR,17500
2014-637036-Sola,3080.81
4040-003,22472
2014-660717-Sola,4331.12
2013-538820-Sola,4403.01
2014-648142-Sola,3704.24
2014-665926-Sola,3713.71
2013-540704-Sola,5221.72
4061-073,5040
2013-537104-Sola,8297.48
2013-536572-Sola,7285.55
2013-537094-Sola,9173.24
2014-655787-Sola,5135.2
2012-476300-Sola,14105
4033-44022,5600
2014-646776-Sola,2859.59
2011-157031-SLPR,39600
4033-49500,3888
2010-147743-SLPR,9712.5
2011-159316-SLPR,35000
4003-067,11040
2011-158056-SLPR,17550
4086-007,8640
2013-535935-Sola,15772.15
4001-022,13600
4030-23162,6440
2011-390617-SLPR,17325
2013-530374-Sola,14580
2011-159725-SLPR,35000
2011-354861-SLPR,7080.96
4033-58138,2800
2012-504879-Sola,17500
2011-159767-SLPR,28350
2012-470831-Sola,14878.5
2014-654855-Sola,5719.39
2011-160090-SLPR,27965
2011-159483-SLPR,18060
2011-160655-SLPR,31450
2011-160447-SLPR,19320
2014-661529-Sola,3541.95
2014-655148-Sola,4810.61
2013-542699-Sola,2385.12
2011-160539-SLPR,25760
2010-147801-SLPR,3220
2011-160091-SLPR,31500
2014-649258-Sola,4587.61
2014-646749-Sola,3879.04
4030-20568,8820
2011-390944-SLPR,4185.63
4040-19700,87500
2011-159765-SLPR,35000
2013-536497-Sola,9295.6
2010-145419-SLPR,10350
2011-390718-SLPR,87500
2013-633947-Sola,4411.93
2011-158952-SLPR,33810
2014-655215-Sola,1408.89
2014-660741-Sola,3780.26
2013-530354-Sola,14553
2012-519447-Sola,13387.5
2011-159199-SLPR,28350
2014-649074-Sola,3384.74
4033-40023,10400
2014-664133-Sola,1601.33
2013-546740-Sola,1071
2011-160558-SLPR,22050
2011-159364-SLPR,34650
2011-447938-Sola,17248
2011-157655-SLPR,10518.8
2013-625388-Sola,5418.42
2014-655907-Sola,4544.66
2014-666152-Sola,3011.28
2013-631029-Sola,3019.05
2013-538190-Sola,11900
2013-536383-Sola,9209.51
2014-655742-Sola,4552.3
2013-537973-Sola,3645.63
2013-625390-Sola,3624.03
2012-490671-Sola,17167.5
4011-019,8640
2013-533876-Sola,4765.38
2013-625328-Sola,2432.6
2011-160672-SLPR,28570
2011-157836-SLPR,28080
4096-007,19200
4025-23422,12250
2010-147665-SLPR,20073
2011-160844-SLPR,31278.7
2011-188607-SLPR,756
2011-158254-SLPR,22500
2011-159529-SLPR,14784
2013-538580-Sola,5282.43
2014-658897-Sola,3976.27
2013-608160-Sola,3362.78
2011-156801-SLPR,27000
2014-638451-Sola,12327.38
2011-158011-SLPR,37500
2013-533634-Sola,18600
2011-156276-SLPR,20160
2013-539911-Sola,2940.23
2014-648995-Sola,1970.67
2011-158442-SLPR,24948
2014-659180-Sola,3179.72
2011-159861-SLPR,19320
2014-640218-Sola,3922.69
2014-664007-Sola,3294.71
2013-583731-Sola,188000
2014-655143-Sola,4977.42
2013-542222-Sola,1898.7
2013-542523-Sola,4715.96
2011-150409-SLPR,10657.5
2014-646546-Sola,1703.82
2014-643503-Sola,2194.45
4022-41987,8250
2011-158593-SLPR,21262.5
2014-655752-Sola,3429.13
2014-663328-Sola,5261.2
2012-488466-Sola,17500
2011-159733-SLPR,14700
2011-159217-SLPR,28350
2014-645639-Sola,6481.03
2013-536972-Sola,6035.07
2013-530927-Sola,14000
2014-653966-Sola,2261.8
2014-659151-Sola,4505.15
2011-156962-SLPR,9243
2014-647973-Sola,3450.13
2011-158184-SLPR,37500
2012-448280-SLPR,11200
2014-663518-Sola,3266
2013-536229-Sola,9805.38
2013-530311-Sola,7870.5
2014-655986-Sola,4974.68
2011-441555-Sola,12600
2011-346675-SLPR,9458.75
2013-535698-Sola,3744
2011-158576-SLPR,23520
2013-539573-Sola,4588.18
2013-520620-Sola,16450
4054-022,10480
2013-539838-Sola,3958.54
2011-432859-Sola,12600
2013-538349-Sola,7862.72
2011-157842-SLPR,17550
2011-158913-SLPR,25144
2010-147425-SLPR,17500
2012-469589-Sola,13860
2011-160051-SLPR,10500
2014-674023-Sola,4283.69
2011-156906-SLPR,32467.5
2013-528329-Sola,16023
2014-641656-Sola,5844.61
4061-22583,60480
4006-42913,2616
2011-160953-SLPR,22837.5
2014-645769-Sola,2076.58
2014-649626-Sola,2295.62
4006-26890,32760
2014-666222-Sola,4548.5
2013-531845-Sola,12337.69
2013-536204-Sola,6522.42
2011-160240-SLPR,19320
2014-664226-Sola,3748.15
2011-390636-SLPR,16100
2011-161189-SLPR,27500
4003-24049,4025
2014-648193-Sola,2200.48
4061-030,31460
2011-156295-SLPR,31680
2014-666207-Sola,1757.99
2014-636973-Sola,2119.78
4003-22649,9660
4033-47474,3640
4011-27908,10500
2011-157056-SLPR,49000
2013-530237-Sola,14850
2013-631084-Sola,1689.32
2011-160140-SLPR,3150
2011-191179-SLPR,10010
2012-488188-Sola,13734
2014-655455-Sola,5961.81
2011-356340-SLPR,735
2013-539965-Sola,2258.19
2012-470073-Sola,17500
2011-158625-SLPR,31752
2011-432930-Sola,12075
2011-158807-SLPR,32287.5
4033-51195,6318
2013-534083-Sola,14086
2011-158226-SLPR,2130
2014-658818-Sola,4748.55
2011-156941-SLPR,33075
2011-150387-SLPR,17500
2011-160607-SLPR,16450
2014-654749-Sola,6600
2014-665917-Sola,1114.62
2012-468330-Sola,17500
2011-157919-SLPR,18000
4086-032,20000
2013-629156-Sola,2717.29
2011-159631-SLPR,31255
2011-158000-SLPR,1875
2014-659005-Sola,4135.41
2011-160291-SLPR,16500
2011-157799-SLPR,19125
2014-639921-Sola,2369.47
2013-535970-Sola,5639.44
2011-158604-SLPR,24500
2013-539115-Sola,1394.79
4011-26979,8640
2014-661008-Sola,5418.13
2014-655014-Sola,4754.78
2012-504828-Sola,17158.75
2011-159825-SLPR,23625
2011-157686-SLPR,24975
2011-157074-SLPR,39936
2014-665954-Sola,2089.55
2011-159468-SLPR,27370
2013-534469-Sola,8761.81
4061-007,20120
2011-432928-Sola,13020
2011-160995-SLPR,23100
2011-150695-SLPR,16758
2011-156406-SLPR,60000
2013-528856-Sola,12589.5
2011-159898-SLPR,21735
2014-654652-Sola,5836.03
2013-530479-Sola,11772
2013-539988-Sola,3113.9
2011-160892-SLPR,19500
2011-415202-SLPR,63743.75
2011-159991-SLPR,19845
2014-641694-Sola,3628.57
2013-533056-Sola,11154.44
2011-157526-SLPR,47424
2011-158749-SLPR,30800
2013-531174-Sola,13000
2013-533571-Sola,18562.96
2014-651582-Sola,2405.18
2014-660395-Sola,1513.25
2014-648068-Sola,5585.36
4028-20470,12250
2014-663600-Sola,6600
2011-159176-SLPR,16100
2013-538187-Sola,9686.42
2011-156476-SLPR,28800
4033-45902,8000
2013-536151-Sola,6617.61
2011-159705-SLPR,18900
2014-645522-Sola,2258.38
2013-624620-Sola,2751.13
2014-666185-Sola,3798.4
2012-471276-Sola,9817.5
2012-519414-Sola,13734
2014-646207-Sola,2512.39
2014-664255-Sola,3312.67
2011-434408-Sola,16800
2012-490501-Sola,10710
2011-156670-SLPR,44550
2012-469599-Sola,17500
2013-520496-Sola,10300.5
4033-22450,3748.5
2013-555467-Sola,29561.47
2011-157960-SLPR,37500
2013-537257-Sola,6261.87
2012-464913-Sola,17500
4001-23983,7403
2011-159085-SLPR,35000
2010-146404-SLPR,8460
2013-625331-Sola,2495.91
2014-655895-Sola,4945.54
2013-531565-Sola,3744
2013-538471-Sola,5914.39
2014-663909-Sola,3781.31
2011-161180-SLPR,16800
4061-084,9400
2011-160010-SLPR,33264
2013-532054-Sola,13000
2011-158064-SLPR,37406.3
2013-539088-Sola,4833.87
2014-649329-Sola,1875.41
2014-638508-Sola,1838.74
2014-640234-Sola,1225.59
2010-147763-SLPR,16100
4108-004,35000
4015-004,175000
4011-71691-GJ,6156
4054-27181,7740
2011-157093-SLPR,39600
2010-145448-SLPR,22500
2014-638368-Sola,3163
2013-538416-Sola,7157.87
2014-655660-Sola,2886.9
4042-24897,12250
2011-158191-SLPR,21060
2014-654692-Sola,2408.35
2014-661097-Sola,2760.21
4011-75481,8208
2014-662838-Sola,4111.18
2011-414500-Sola,7647.5
2013-531952-Sola,9399.12
2013-537361-Sola,9005.68
2011-157318-SLPR,8160
2014-662928-Sola,2458.8
2011-156892-SLPR,23625
2011-156439-SLPR,19800
2014-663070-Sola,2296.64
2011-160393-SLPR,44480
2011-160166-SLPR,35000
4006-98787,2916
2011-436012-Sola,9030
2011-158489-SLPR,32462.5
2013-530257-Sola,6864
2011-378726-SLPR,16100
2011-157233-SLPR,18360
2014-648966-Sola,4687.91
2013-608166-Sola,3185.2
4006-024,13000
2014-642136-Sola,2665.26
4030-22475,85680
2013-534613-Sola,5372.41
2014-640678-Sola,3420.68
2012-456435-Sola,19360
2014-645359-Sola,3066.27
2011-150226-SLPR,10920
2012-487840-Sola,17500
4006-76187,4788
2011-159659-SLPR,34650
2014-644812-Sola,2800.17
2011-158741-SLPR,19712
2014-655135-Sola,3064.92
2013-539620-Sola,2353.81
2013-535920-Sola,12181.09
2011-414009-SLPR,12950
2011-156312-SLPR,17280
4001-38211,2550
2013-536676-Sola,5091.12
2014-649030-Sola,4892.97
2011-159771-SLPR,19110
2014-644544-Sola,2465.21
4101-94409,1512
2014-661583-Sola,2891.18
2013-538166-Sola,5047.69
2014-640298-Sola,3194.04
2014-663714-Sola,3132.02
2010-145523-SLPR,262084
2011-156707-SLPR,14400
2010-147077-SLPR,16560
2014-658970-Sola,3427.2
2013-533349-Sola,5011.84
2011-159730-SLPR,35000
2013-625386-Sola,2490.75
2014-640193-Sola,2735.43
2011-156855-SLPR,18900
2014-658839-Sola,5437.22
2013-538053-Sola,5371.6
2012-490863-Sola,17500
2011-160589-SLPR,32675
2014-660830-Sola,4752.26
2014-653665-Sola,1708.19
2014-666036-Sola,4081.36
2013-534276-Sola,5973.68
2011-157668-SLPR,22545
2011-159447-SLPR,20930
4033-52410,8775
2011-156389-SLPR,15840
2010-145544-SLPR,13972.5
2013-625071-Sola,15207.29
2012-502772-Sola,12005
4061-023,27680
2014-649172-Sola,1791.31
2011-382672-SLPR,14568.75
4030-21068,12250
2011-160308-SLPR,18492
4022-011,69000
2011-158309-SLPR,22800
2014-648911-Sola,2735.68
4089-24937,79380
2013-533286-Sola,10772.2
2014-648304-Sola,4464
2014-661429-Sola,4853.05
4030-20465,49218.75
2014-649410-Sola,2186.69
2013-529200-Sola,16500
2011-161064-SLPR,14664
2011-159611-SLPR,10290
2014-640666-Sola,4642.6
2011-160069-SLPR,14490
2011-158475-SLPR,33075
2013-624666-Sola,3744.46
2011-159749-SLPR,15785
2011-440614-Sola,10920
4061-22992,12250
4089-013,35000
2013-527039-Sola,8575
2011-156584-SLPR,28800
4033-44423,4905
2012-470710-Sola,14280
2013-532150-Sola,7125
2011-159971-SLPR,51500
2011-158930-SLPR,25200
4033-44232,24750
2013-538342-Sola,6823.73
2014-660558-Sola,5391.57
2014-660796-Sola,3869.58
2011-159270-SLPR,25200
2011-160075-SLPR,19320
4061-25410,10683.75
2013-635275-Sola,3281.64
2011-160718-SLPR,19320
4006-43366,11725
2011-158068-SLPR,13162.5
2011-441509-Sola,16800
2012-479426-Sola,17500
2012-505058-Sola,16023
2013-533540-Sola,8458.66
2014-655364-Sola,4293.81
2013-532137-Sola,14125.32
4003-035,23630
2011-160223-SLPR,18060
4054-22963,8820
2011-158573-SLPR,35000
4054-19818,8750
2011-160511-SLPR,12040
2011-157911-SLPR,37500
2011-158642-SLPR,90000
2011-156922-SLPR,21600
2012-456228-Sola,34320
2014-638551-Sola,2551.25
4061-012,29300
2013-538682-Sola,7482.43
4018-27887,10500
2013-625370-Sola,5347.8
4006-041,61200
2011-156739-SLPR,36000
4006-42593,12240
2014-645754-Sola,3725.06
2013-536842-Sola,9535.73
2011-158979-SLPR,22540
2011-160415-SLPR,33000
2012-505456-Sola,13195
2011-158712-SLPR,29106
2014-663105-Sola,3073.09
2012-457112-SLPR,7000
2011-157726-SLPR,16125
2014-645268-Sola,1963.65
2013-539710-Sola,2511.96
2014-664189-Sola,8739.05
2011-159921-SLPR,30800
2014-646439-Sola,4429.13
2014-659070-Sola,1498.38
4011-41583-GJ,10800
2010-144842-SLPR,25000
2014-652434-Sola,2909.1
4011-19649,102100
2014-661079-Sola,2000.87
2011-159286-SLPR,34650
2011-188120-SLPR,31590
2012-476884-Sola,5005
4061-017,20120
2011-158326-SLPR,20437.5
2014-651847-Sola,3429.75
4015-010,74272
4030-24586,12250
2011-157140-SLPR,15400
2014-655302-Sola,2831.47
2013-533606-Sola,8383.92
2014-660687-Sola,5089.62
2011-157446-SLPR,13387.5
2011-432312-Sola,7560
2014-649561-Sola,3177.22
2014-664429-Sola,2560.65
4056-008-1,27640
2013-542597-Sola,1798.53
2012-457646-Sola,16170
2011-159625-SLPR,35000
2014-663394-Sola,6426.71
2011-161104-SLPR,21724.5
2011-160633-SLPR,17248
2011-156261-SLPR,8640
2011-157207-SLPR,37800
2014-663308-Sola,5709.06
2014-661144-Sola,6600
2013-531946-Sola,11765.91
2011-160924-SLPR,31875
2013-536246-Sola,7838.12
2013-520534-Sola,16065
2011-150401-SLPR,17307.5
2014-664415-Sola,6173.24
2014-662219-Sola,3912.54
2013-624539-Sola,2152.65
4022-29825,10080
2014-661307-Sola,3661.37
2013-532004-Sola,17827.06
2013-542868-Sola,3763.14
2014-649695-Sola,6014.33
4061-054,25160
4005-021,27230
2011-158035-SLPR,14580
2011-156326-SLPR,29040
2014-645248-Sola,2953.73
2011-159933-SLPR,15750
2014-659114-Sola,2486.01
2010-147226-SLPR,20000
2010-144757-SLPR,22500
2013-530186-Sola,14625
2012-470751-Sola,17500
4006-61191,43685
2013-537334-Sola,12829.92
2011-436441-Sola,10500
2013-533990-Sola,4691.82
2013-538789-Sola,4094.53
2014-658788-Sola,1529.61
2011-366174-SLPR,17500
2013-534639-Sola,17255.72
2011-156539-SLPR,14400
2011-156373-SLPR,2640
2011-346652-SLPR,17500
2011-159423-SLPR,29106
2013-632939-Sola,4946.29
2014-664688-Sola,2424.28
2011-160236-SLPR,16940
2011-156649-SLPR,48000
2014-640002-Sola,2376.66
4005-013,17280
4011-006,8640
2012-457092-SLPR,21505
2013-635592-Sola,3377.01
2014-655115-Sola,2589.84
2013-529292-Sola,16500
4030-095,14800
2012-487111-Sola,16595.25
2013-636728-Sola,3162.48
2010-145929-SLPR,11856
2014-646647-Sola,4150.99
2013-539241-Sola,2176.92
2012-476868-Sola,17500
2011-157492-SLPR,29137.5
2014-646281-Sola,1446.42
2013-537321-Sola,9001.02
2011-159699-SLPR,25987.5
2011-158024-SLPR,36450
2013-534651-Sola,8506.91
2013-532110-Sola,17390.02
4001-90728,4536
2011-157937-SLPR,21840
2011-160455-SLPR,22050
2014-646630-Sola,5906.13
2014-636872-Sola,2710.41
4033-22092,5775
2011-382716-SLPR,17307.5
2011-160691-SLPR,45300
2011-157544-SLPR,37440
2013-535575-Sola,15800
2014-661224-Sola,4441.91
2011-160181-SLPR,17710
2012-475199-Sola,15006.25
2012-470394-Sola,17500
2012-478828-Sola,17500
2011-157538-SLPR,15600
2011-157921-SLPR,16830
2011-425435-Sola,17500
2012-470910-Sola,15450.75
2013-542126-Sola,5894.08
2013-625307-Sola,3406.03
2014-663187-Sola,4312.05
4030-081,20000
4006-48498,7194
2013-583814-Sola,3167.99
2013-539340-Sola,5834.9
2011-159152-SLPR,26838
2014-664580-Sola,1937.37
2014-655762-Sola,4139.84
2011-413636-SLPR,17500
2014-674018-Sola,3695.03
2012-476114-Sola,60060
4033-26862,55445
2013-538773-Sola,6596.53
2011-157099-SLPR,26600
2011-157475-SLPR,8370
2014-644959-Sola,5826.03
2013-535734-Sola,8152.74
2011-157131-SLPR,24640
2014-665407-Sola,2233.32
2011-159665-SLPR,33075
2011-159882-SLPR,23520
2011-448222-SLPR,6168.75
2011-160817-SLPR,43537.5
2014-662754-Sola,1862.53
2014-646244-Sola,3415.17
4042-003,9600
2010-146047-SLPR,11960
2013-585621-Sola,4728
2014-663654-Sola,1360.11
2014-665901-Sola,3100.41
2011-160396-SLPR,21385
2014-640406-Sola,5268
2011-158114-SLPR,24750
4025-70423,9072
2014-653841-Sola,4543.28
2013-538856-Sola,6236.91
4005-028,7980
2014-640090-Sola,3122.46
2013-538160-Sola,8022.03
2011-159488-SLPR,30100
2011-160562-SLPR,34678.1
2011-160711-SLPR,18048
2011-157642-SLPR,34781.3
2011-157252-SLPR,23296
2013-535686-Sola,7592.11
2013-542181-Sola,2260.14
2010-146160-SLPR,262500
2011-160271-SLPR,17272.5
2012-519429-Sola,13650
2011-158241-SLPR,18720
2013-531057-Sola,12753
2014-664787-Sola,4793.11
2013-583919-Sola,2175.52
2010-148281-SLPR,17500
2012-518526-Sola,17500
2011-346635-SLPR,7491.86
2013-538487-Sola,4369.95
2011-157108-SLPR,20040
2013-636682-Sola,2175.13
2013-539766-Sola,6297.86
2014-650936-Sola,3028.62
2012-475685-Sola,14603.75
4061-082,10080
2012-489373-Sola,13650
2013-542613-Sola,4561.9
2011-158671-SLPR,28000
4030-057,13500
2013-584781-Sola,5129.02
4030-20440,4025
2014-660581-Sola,2249.59
2014-663317-Sola,1671.31
2011-158534-SLPR,18018
2013-542479-Sola,4596.6
2011-378721-SLPR,8400
2011-414251-Sola,8855
2013-537499-Sola,8629.79
2013-615481-Sola,2797.98
2011-158094-SLPR,21937.5
2011-159053-SLPR,27027
2014-654972-Sola,4815.75
2014-644775-Sola,2187.43
2011-157374-SLPR,36120
2014-649676-Sola,2556.21
2011-157975-SLPR,15375
2013-528273-Sola,67600
2011-365519-SLPR,9769.25
2011-161040-SLPR,10340
2011-159046-SLPR,23625
4018-91240,1792
4089-19703,8750
4005-044,11200
2011-160745-SLPR,27842.5
2014-660878-Sola,3772.61
2010-147280-SLPR,1360
2011-447612-SLPR,3150
2011-157755-SLPR,8925
2013-529770-Sola,12936
2011-160365-SLPR,19548
4033-41279,3360
2011-160360-SLPR,15964
2011-158178-SLPR,29452.5
2013-632760-Sola,1469.55
2011-160382-SLPR,22500
4054-19647,8750
2010-144810-SLPR,11500
2012-470814-Sola,9625
2014-664766-Sola,5342.21
2011-157896-SLPR,26325
2014-658797-Sola,4948.56
2014-663099-Sola,1428.75
4006-64619,5712
2012-518049-Sola,13833.75
4056-017,16560
4095-001,41472
2014-640051-Sola,4753.13
2011-157350-SLPR,40000
2013-538293-Sola,4815.17
2011-156947-SLPR,24480
2011-346642-SLPR,7350
2011-157617-SLPR,22950
2013-533427-Sola,11613.04
2014-645760-Sola,4369.16
2011-414156-SLPR,28435
2011-158690-SLPR,4536
4030-039,16200
2012-500344-Sola,17500
2013-534358-Sola,6718.29
2013-539174-Sola,3144.61
2013-536651-Sola,2671.79
2014-647992-Sola,3137.74
2011-183626-SLPR,30432.5
2011-158541-SLPR,33005
2011-156899-SLPR,45000
2014-663878-Sola,2610.2
2011-157504-SLPR,37500
4003-009,21560
2011-157262-SLPR,1360
2011-160032-SLPR,16100
2010-144758-SLPR,25000
2014-659025-Sola,4300.71
2014-649598-Sola,3880.17
2014-663559-Sola,2839.39
2011-156935-SLPR,34965
2014-646112-Sola,2326.13
2011-160134-SLPR,24255
2013-535429-Sola,6340.9
2011-382568-SLPR,4935
2013-536825-Sola,5436.86
2012-464576-Sola,75000
2014-653221-Sola,3811.13
2011-159126-SLPR,16800
2014-648341-Sola,4866.76
2013-538444-Sola,3586.44
2011-188587-SLPR,45300
2011-422559-Sola,7245
2014-662721-Sola,4099.38
2014-651140-Sola,3305.49
2011-160894-SLPR,8365
2012-455969-SLPR,55440
4089-30383,73500
2012-471771-Sola,13965
2012-448615-SLPR,9660
2011-157863-SLPR,47500
2013-545606-Sola,3374.01
2013-535894-Sola,9353.81
4006-80506,3578
2012-457740-Sola,27500
2011-161120-SLPR,16280
2010-149264-SLPR,50750
2013-543196-Sola,4545.35
2013-636546-Sola,5033.18
4006-34278,9614
4054-20168,52920
2011-159247-SLPR,35225
2014-660941-Sola,3866.57
2010-145846-SLPR,250000
2013-530698-Sola,7020
4006-36146,6017
4006-20206,8750
2013-636555-Sola,934.8
2013-535837-Sola,2951.31
2014-664569-Sola,3989.14
2013-538944-Sola,1463
2014-646206-Sola,5763.52
2013-536243-Sola,12564.53
2011-160283-SLPR,11025
4022-33279,64680
2012-458268-Sola,13982.5
2011-346674-SLPR,17325
2014-665395-Sola,2379.3
2011-158838-SLPR,20790
2010-147060-SLPR,9240
2011-157510-SLPR,22500
2011-159623-SLPR,11270
2010-144965-SLPR,10350
2011-156660-SLPR,24000
2011-157160-SLPR,27360
2014-646517-Sola,5579.22
2011-150541-SLPR,17482.5
2011-160874-SLPR,41580
2011-159569-SLPR,31878
2012-479051-Sola,11576.25
2013-546117-Sola,5628.6
2011-188832-SLPR,16000
4015-38761,31096
2011-159857-SLPR,13608
4030-22361,16415
2014-640306-Sola,4029.78
2014-660750-Sola,3528.83
2012-470842-Sola,13387.5
2011-159644-SLPR,22540
2014-652540-Sola,3726.66
2014-638611-Sola,4398.47
2013-633957-Sola,4967.06
2014-655286-Sola,4138.27
2011-161187-SLPR,35180
2014-648894-Sola,2539.89
2011-156989-SLPR,23625
4030-002,122200
2013-534652-Sola,7914.95
2013-537751-Sola,9499.36
2011-159592-SLPR,12285
2011-189619-SLPR,13007.5
2014-655476-Sola,4104.49
4033-48006,9240
2013-536779-Sola,10003.13
2014-647911-Sola,2887.83
2014-663443-Sola,5634.73
2010-144690-SLPR,10800
2014-648640-Sola,3735.28
2013-531204-Sola,7654.52
2011-157623-SLPR,19635
4033-47757,10080
2012-456612-Sola,14217.5
2013-532051-Sola,7150
2012-463938-Sola,8400
2011-160490-SLPR,15799
4089-21328,8904
2014-646271-Sola,3403.4
2011-158778-SLPR,8624
2011-158455-SLPR,12544
2011-159197-SLPR,14616
4025-35360,7800
2011-188601-SLPR,22050
2014-649452-Sola,4776.88
2014-655429-Sola,4033.82
2011-160443-SLPR,11270
2011-159558-SLPR,20790
2013-636786-Sola,2908.09
2013-535254-Sola,47782.25
2011-159348-SLPR,32200
2013-542406-Sola,3668.46
2011-161075-SLPR,16774.5
2014-655929-Sola,4126.13
2014-664391-Sola,2811.73
2014-638545-Sola,5270.4
2014-666147-Sola,1455.02
2010-148368-SLPR,17500
2013-535267-Sola,7785.86
2011-378528-SLPR,15697.5
2013-538288-Sola,5646.47
2014-648775-Sola,3187.55
4033-50230,5040
2014-663556-Sola,5491.88
2014-661549-Sola,4465.9
2011-159838-SLPR,12544
2012-448233-SLPR,17500
2011-390649-SLPR,17325
2011-390967-SLPR,15295
2013-528857-Sola,12589.5
2012-504832-Sola,16023
2011-157743-SLPR,12000
2011-157191-SLPR,2240
4030-055,25250
2013-635599-Sola,3860.32
2011-160086-SLPR,35000
2014-663118-Sola,2866.68
2013-534799-Sola,12085.18
4033-59321,3136
2011-158943-SLPR,34650
2011-159038-SLPR,21525
2011-191178-SLPR,16555
2013-537128-Sola,8537.43
2011-157997-SLPR,2160
4006-46504,4905
4030-23778,9712.5
2011-161163-SLPR,54125
2013-630970-Sola,2431.1
2011-158061-SLPR,19500
2011-159657-SLPR,22050
2010-145543-SLPR,15480
2013-542241-Sola,4247.15
2012-487810-Sola,4208.75
2014-652802-Sola,2053.39
2014-660745-Sola,4592.03
2013-635281-Sola,4142.1
4033-51414,5040
2012-487822-Sola,13734
